Success,Time,Generations,Distance,Angle
True,2.244955,1,7.715061E-05,0
True,2.845784,6,1.023644E-05,0
True,1.932036,5,7.407064E-05,0
True,1.20039,6,2.643928E-05,0
True,1.826054,1,6.115869E-06,0
True,2.517938,6,1.709521E-05,0
True,2.24603,1,6.615012E-05,0
True,2.195238,4,1.022024E-05,0
False,2.079293,10,0.0006164571,0
True,1.813452,3,5.154647E-05,0
True,1.580398,5,7.39292E-05,0
True,2.642675,3,9.195357E-06,0
True,3.45095,3,2.329345E-05,0
True,2.03828,3,8.927176E-06,0
True,3.816423,2,4.745967E-06,0
True,4.97737,1,3.059641E-06,0
True,4.089527,6,6.122369E-05,0
True,2.808383,6,7.539985E-05,0
True,3.971015,7,4.094106E-05,0
True,2.687391,1,7.102229E-06,0
True,1.938369,2,1.784171E-05,0
True,1.729615,7,8.564526E-06,0
True,2.216833,10,8.159484E-06,0
False,2.914863,10,0.0001693045,0
True,1.268354,8,5.281348E-05,0
True,2.753371,4,3.825756E-05,0
True,1.256444,1,8.289333E-06,0
True,3.941365,1,1.451382E-05,0
True,2.059479,1,2.959117E-05,0
True,2.658297,1,9.02848E-06,0
True,1.902162,5,3.457583E-06,0
False,3.895884,10,0.001057057,0
True,1.922688,1,5.510106E-05,0
False,3.294221,10,0.0004332045,0
True,2.910826,1,1.685506E-05,0
True,4.528711,2,3.902443E-05,0
True,2.509951,1,2.1746E-05,0
False,3.053128,10,0.0007926306,0
True,2.119733,9,6.538771E-05,0
True,1.876237,2,5.520191E-06,0
True,1.646248,1,7.768065E-06,0
True,1.798847,7,2.582092E-05,0
True,1.245558,5,6.35845E-06,0
True,0.6799988,8,2.234793E-05,0
False,1.85956,10,0.2183566,0.006487117
True,1.383228,2,1.411561E-05,0
True,2.490191,6,7.465586E-06,0
False,2.899264,10,0.0009654382,0
True,1.898782,5,1.040619E-05,0
True,2.357938,8,1.134745E-05,0
True,1.521668,4,4.660229E-06,0
True,1.852454,1,9.430728E-06,0
False,1.217201,10,0.0005851437,0
True,4.302654,8,3.287568E-05,0
True,2.109041,1,8.708097E-06,0
True,3.674502,3,3.263048E-05,0
True,1.243425,5,1.783723E-05,0
True,2.862606,5,1.782165E-05,0
True,2.117109,2,1.652415E-05,0
True,2.514641,4,7.581807E-06,0
True,3.795277,1,1.820275E-05,0
True,3.488778,1,1.060494E-05,0
True,1.704942,5,5.79789E-05,0
True,2.481771,2,8.77667E-06,0
True,2.686973,1,9.385035E-06,0
True,2.413633,4,7.493195E-06,0
True,2.985811,7,1.04722E-05,0
True,1.599162,1,5.687482E-06,0
True,2.38886,4,7.833378E-06,0
False,2.417736,10,0.0008660545,0
True,2.3118,4,8.354225E-06,0
False,3.662885,10,9.655202E-05,0
True,3.762277,1,2.483447E-06,0
True,3.102828,4,4.645746E-05,0
False,3.936265,10,9.100063E-05,0
True,3.913012,2,2.517892E-05,0
True,1.929144,7,8.975449E-06,0
False,2.260165,10,0.0003574855,0
True,2.306873,1,1.51608E-05,0
True,3.409311,3,3.114284E-05,0
True,1.623711,1,2.219871E-05,0
False,3.420087,10,0.002155319,0
True,0.6072691,2,4.060669E-06,0
True,2.297057,1,2.199823E-05,0
True,2.450372,1,9.489876E-06,0
True,1.932455,7,1.837209E-05,0
True,2.201616,1,7.103213E-06,0
True,1.328551,2,9.188593E-06,0
False,2.665325,10,0.0004664565,0
False,1.831297,10,0.01922241,0
True,3.689823,2,5.098136E-06,0
True,2.783141,2,1.258209E-05,0
True,2.898392,1,5.092623E-06,0
True,1.644671,3,5.963994E-05,0
True,3.338711,1,4.875937E-06,0
True,2.985496,10,8.524089E-06,0
True,2.359585,1,9.057749E-06,0
True,3.22207,3,8.171762E-06,0
True,2.425378,1,8.953416E-06,0
False,1.940956,10,0.0004746268,0
True,2.543234,5,5.03024E-06,0
True,1.244583,1,1.172198E-05,0
