Success,Time,Generations,Distance,Angle
True,1.803883,2,1.165789E-05,0
True,1.540626,7,7.969433E-06,0
True,2.731192,24,5.985576E-05,0
True,2.090165,2,1.859534E-05,0
True,2.013461,62,2.7189E-05,0
True,3.049539,15,3.657924E-06,0
True,4.044789,54,8.338475E-06,0
True,2.127171,4,2.550365E-05,0
True,2.228052,66,3.729652E-05,0
True,2.867506,17,6.433352E-05,0
True,2.391628,4,6.399107E-06,0
True,2.047907,2,6.556511E-06,0
True,1.020486,3,9.00484E-06,0
True,1.602992,53,5.520655E-05,0
True,2.74761,10,7.414252E-05,0
True,2.599439,2,5.566975E-06,0
True,1.357957,14,7.531974E-05,0
True,2.679543,33,8.485083E-06,0
True,2.241996,4,2.000338E-05,0
True,2.247186,10,1.097244E-05,0
True,0.8794513,28,7.146077E-05,0
True,1.731913,21,4.376504E-06,0
True,2.576065,2,1.11491E-05,0
True,3.381553,100,1.857823E-05,0
True,3.359803,2,2.47028E-05,0
True,4.06477,23,5.050944E-06,0
True,2.04012,2,8.121119E-06,0
True,1.253461,27,4.564506E-05,0
True,2.428017,2,3.626177E-05,0
True,3.000311,12,1.72654E-05,0
