Timeout (ms),Bio IK,Exploitative Fusion IK,Exploitative Iterative Fusion IK,Fusion IK,Iterative Fusion IK,Minimal Fusion IK,Minimal Network,Network
21,3.3974867168034897,3.5149028993980096,3.46993523432563,3.4195756699674753,3.3367693495317017,3.4028300686774493,,
22,3.3766948742336265,3.49955648566964,3.4531906648443336,3.3959906446846686,3.3169596622543684,3.3805952409038684,,
23,3.3561831607679222,3.4838156862741196,3.4309922404250073,3.373514984669382,3.301589829975992,3.3621625741143544,,
24,3.34037957013155,3.465569213245311,3.410773673590594,3.355893988430567,3.284747884607813,3.3476302845112578,,
25,3.32072237913281,3.4483167512561503,3.3909968344201022,3.334765625265422,3.2697213650074124,3.328932520001443,,
26,3.3024829209171824,3.4307271067709624,3.3722807223192266,3.31617397918182,3.252287700990678,3.3121949771246615,,
27,3.285260475749899,3.4153871242500697,3.358765722607347,3.298451136637181,3.232906817995089,3.295708196135738,,
28,3.2711550481436222,3.395844407836323,3.342233673864846,3.282314152548707,3.2154286499749047,3.279120043076967,,
29,3.2569475814607416,3.378768948396705,3.325076364922563,3.263973861088331,3.1987043439097893,3.262779194957389,,
30,3.242579851465485,3.362025279405292,3.309174984756039,3.250864661969813,3.1819135697793777,3.2512234420045756,,
31,3.2255934437174822,3.3492520049981325,3.296320760556969,3.235370256068255,3.1689288550085544,3.2377999088360463,,
32,3.2117964235638725,3.3343906355834076,3.28132430732303,3.222543057600333,3.1567802326707097,3.2237489286201537,,
33,3.1994671245051896,3.316357758941118,3.2667557906577813,3.207931896472654,3.1421442800473005,3.2086808079119544,,
34,3.1868564916485718,3.3015146253747094,3.2533485370366546,3.1957494505172206,3.1282400943413986,3.1955021593651383,,
35,3.1758653561689405,3.2850117121579148,3.2384796382665892,3.182891774187207,3.11604810396634,3.1835996383630794,,
36,3.1643536334769005,3.2711935826299725,3.2258489608228977,3.170260993894832,3.1020363676976257,3.1698692312867474,,
37,3.15133815612037,3.2576696365456312,3.214812191817255,3.156824708292508,3.086072382573627,3.156459320370015,,
38,3.137695236921303,3.244514591352076,3.203527231165677,3.1427609074318057,3.07195443591637,3.1466735776261956,,
