I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
0.5147683,0.7343997,0.1542255,0.9273772,0.498582,0.692457,0.2285596,0.864515,0.7147102,0.3193193,0.9650946,0.358839
0.7390063,0.7388205,0.2834476,0.1447375,0.1947988,0.6180854,0.102961,0.6819035,0.5280764,0.3043888,0.8729627,0.4691651
0.6103439,0.6296039,0.4452208,0.8950111,0.509901,0.3091988,0.08245727,0.2071764,0.02551645,0.2328775,0.3074501,0.2886101
0.4976762,0.514192,0.7092608,0.01488472,0.2116045,0.5513155,0.7485716,0.8071666,0.2454135,0.4964772,0.3946618,0.5226126
0.5233784,0.9051496,0.5009856,0.1897662,0.5516422,0.3424658,0.4001107,0.4507619,0.835866,0.5377926,0.9382198,0.6422824
0.5640928,0.8510847,0.2459742,0.9319136,0.8587393,0.9627444,0.2195775,0.54908,0.5141564,0.546678,0.8423472,0.5534739
0.6007352,0.6195006,0.4289316,0.9821262,0.6696252,0.2554062,0.07279319,0.3903246,0.01690312,0.7409107,0.09013767,0.2649438
0.5713842,0.626224,0.5616338,0.9599079,0.7814416,0.6078467,0.9212805,0.08036552,0.03158689,0.7143639,0.7546446,0.6072907
0.3312004,0.6779924,0.3802309,0.08857748,0.368338,0.473202,0.3878973,0.4335924,0.248666,0.5589758,0.1593443,0.7325318
0.4717836,0.8407438,0.4057112,0.8909427,0.3753975,0.6242701,0.3007868,0.1687013,0.3949408,0.4917363,0.1306029,0.6878593
0.2708559,0.7331515,0.4048339,0.8662189,0.2937926,0.005638224,0.4259647,0.4778206,0.286273,0.4464529,0.9174044,0.6751122
0.6338125,0.9475662,0.4847517,0.02261776,0.5416492,0.001643249,0.01245891,0.4598005,0.651154,0.7744264,0.3388382,0.2827755
0.6553001,0.7101258,0.4623205,0.02787164,0.1111725,0.6086501,0.02291392,0.2277002,0.19854,0.560144,0.2530774,0.6860977
0.4341101,0.9423695,0.5119769,0.9749854,0.5896242,0.1578159,0.5418471,0.4474602,0.7005779,0.5165586,0.8686728,0.2695972
0.361816,0.5588765,0.4655033,0.9877363,0.659107,0.4518538,0.4724441,0.6343835,0.09760796,0.3211471,0.4074416,0.308494
0.6461613,0.9055703,0.420139,0.06217517,0.04829193,0.8555755,0.09397752,0.6968371,0.9146362,0.4439755,0.2299183,0.2897553
0.8724561,0.6019625,0.459493,0.1313673,0.4451275,0.4111352,0.02872872,0.9663016,0.642082,0.7041611,0.8630476,0.296821
0.6810049,0.858049,0.4975124,0.9414098,0.7889661,0.991187,0.5012873,0.09417434,0.7186279,0.4903856,0.411757,0.4002011
0.4418802,0.7049783,0.6801562,0.8391907,0.85056,0.5981877,0.6982107,0.2840556,0.1936124,0.6272423,0.4778054,0.5438435
0.6567541,0.7067313,0.7422833,0.9204143,0.4785964,0.1642371,0.8314463,0.5771503,0.3329214,0.4418949,0.8498843,0.5897594
0.851361,0.6415004,0.5106385,0.7885279,0.2131086,0.4968213,0.9987555,0.7544046,0.4390584,0.2593406,0.3809338,0.333211
0.3466291,0.9025612,0.5760753,0.9908806,0.5305429,0.7685587,0.5831549,0.3918747,0.556146,0.4540267,0.2847638,0.2713305
0.4907025,0.923333,0.4445459,0.9674075,0.7163472,0.1819061,0.3477969,0.2532557,0.5631602,0.3946488,0.2278502,0.5470841
0.5467348,0.5788905,0.5788479,0.9117721,0.2613278,0.5281863,0.8031079,0.5491956,0.01186853,0.6846796,0.3212565,0.3560148
0.4797916,0.9186122,0.4642067,0.08047965,0.6013547,0.01369187,0.3374607,0.1764466,0.4859425,0.361339,0.4874405,0.4966234
0.5397397,0.6452879,0.3351537,0.8716022,0.2255022,0.7519875,0.20876,0.3700225,0.09063228,0.7877082,0.1870263,0.4406122
0.6427182,0.7502397,0.2519106,0.997047,0.1912602,0.774394,0.1636829,0.5137675,0.3671606,0.4627184,0.6353397,0.2786201
0.6467276,0.8458802,0.471369,0.05990557,0.4471063,0.3376531,0.5552514,0.1689142,0.7279615,0.4269235,0.9924883,0.7481094
0.5666737,0.8928533,0.2954302,0.01726176,0.4723228,0.8396527,0.1791864,0.7105625,0.8104859,0.6931953,0.1632103,0.7179126
0.4184494,0.8920551,0.5302236,0.9785443,0.1014812,0.1878207,0.5369105,0.1913828,0.4481709,0.56177,0.340822,0.4771004
0.6324689,0.8218071,0.3702093,0.06617415,0.7039604,0.4241865,0.1263177,0.3460629,0.4275041,0.789983,0.8864927,0.7022925
0.2602707,0.6637588,0.5152539,0.07185858,0.4299951,0.5170801,0.5024946,0.4974831,0.2719079,0.5537002,0.3001888,0.2568001
0.5389711,0.8919005,0.4751953,0.237645,0.3836094,0.7417878,0.5090412,0.1608044,0.6084783,0.4295877,0.03878963,0.3662929
0.3318096,0.5911822,0.815467,0.8619613,0.1735647,0.2720567,0.670153,0.8441282,0.4469377,0.4812768,0.7025583,0.580413
0.2452143,0.6209795,0.2286977,0.1572632,0.1591886,0.7769739,0.3843154,0.983647,0.6577934,0.6410681,0.9528133,0.724672
0.6184225,0.9262047,0.4168881,0.956437,0.7479589,0.1673033,0.07069371,0.406363,0.5991294,0.3320813,0.7355132,0.7192472
0.245418,0.514773,0.4455796,0.8918931,0.8973618,0.4256433,0.4593413,0.8384152,0.2836485,0.4458933,0.7020074,0.5912457
0.5085548,0.4760001,0.2867861,0.9742149,0.2751057,0.5048402,0.2474629,0.9030312,0.2639113,0.565455,0.5701911,0.682255
0.5096343,0.9155553,0.5088575,0.001543073,0.4495565,0.9656589,0.4031573,0.1203701,0.4952995,0.4589052,0.5361243,0.3068495
0.4029395,0.9016985,0.5703635,0.9339254,0.9899246,0.1368113,0.6338857,0.2826324,0.4680511,0.6166921,0.768956,0.377483
0.6162148,0.9475325,0.5196343,0.9446179,0.9006504,0.8942152,0.9751128,0.4979729,0.7601731,0.7931393,0.6626432,0.4591351
0.5287122,0.9393822,0.6195078,0.874317,0.7314274,0.9282674,0.764101,0.3980627,0.6265523,0.6154222,0.3247705,0.6105883
0.5798239,0.5083789,0.6543719,0.1665344,0.05342191,0.5106746,0.8209814,0.85923,0.2335551,0.5198306,0.241715,0.6191049
0.5338609,0.5819038,0.5649294,0.7684371,0.5069977,0.5487855,0.820121,0.7037913,0.04659213,0.2104903,0.7647395,0.6232871
0.3843534,0.5816745,0.157588,0.2287744,0.1271413,0.8312438,0.3164943,0.9993848,0.6168373,0.3498605,0.009503457,0.5277125
0.8128063,0.5593785,0.4772617,0.9824153,0.5640714,0.3483118,0.00554008,0.8044669,0.3613314,0.4246344,0.6489652,0.5465735
0.5718544,0.9051684,0.5517504,0.02625945,0.1299447,0.811213,0.8441366,0.2734848,0.4947297,0.6851052,0.1028838,0.7069981
0.2902417,0.6367004,0.3983033,0.04850937,0.9655527,0.4496197,0.4331092,0.515781,0.2370086,0.4457265,0.3815474,0.5186356
0.4298935,0.7963315,0.4556583,0.1357167,0.03717278,0.1756267,0.347094,0.06446851,0.2438727,0.3768419,0.9185873,0.5779574
0.5102808,0.9089923,0.480922,0.1207115,0.538757,0.8607411,0.5436323,0.1533504,0.5620137,0.4433172,0.2195641,0.3272625
0.4514696,0.8603411,0.5893924,0.1832873,0.0551705,0.6346074,0.6690617,0.7425712,0.9761953,0.4967219,0.9952431,0.5997105
0.7383087,0.6745856,0.6912221,0.9264768,0.9497919,0.6556913,0.891221,0.6061944,0.3584556,0.3922338,0.5209947,0.2936568
0.581039,0.8863451,0.4892264,0.9412168,0.5980721,0.09143403,0.5223815,0.03696722,0.4743523,0.497429,0.7499391,0.2985695
0.4560447,0.9255502,0.429471,0.9608412,0.06636808,0.0398063,0.3234585,0.2550231,0.495513,0.4473442,0.6343343,0.661394
0.5168114,0.843814,0.6942123,0.9923632,0.74778,0.9046934,0.2642586,0.1159848,0.7645643,0.5084392,0.4383386,0.4841749
0.579599,0.9322376,0.455113,0.09003074,0.3497958,0.974246,0.06596392,0.286774,0.5344355,0.3689019,0.5796455,0.4984381
0.4490994,0.8808876,0.5845348,0.7941715,0.2952719,0.04406537,0.6959633,0.1961459,0.4282032,0.4003512,0.2842265,0.6741704
0.5041834,0.8263853,0.5212715,0.9350064,0.3276876,0.9078625,0.8474314,0.006753974,0.27113,0.2253662,0.03479145,0.7243243
0.5669112,0.9276137,0.5775066,0.8046893,0.3149149,0.1894593,0.9052524,0.3908386,0.6556566,0.7053822,0.8582464,0.3719626
0.7393858,0.7085439,0.3903881,0.01616281,0.5519308,0.2208994,0.5702615,0.005648566,0.8284341,0.3760616,0.5282158,0.3435717
0.6503955,0.6284308,0.3470566,0.06095985,0.2553593,0.6199665,0.1086173,0.5171999,0.2046197,0.3217127,0.7396428,0.3572531
0.6278109,0.9221376,0.3946107,0.9345661,0.04577772,0.8961972,0.1076912,0.396766,0.5562166,0.3736672,0.5188334,0.3110713
0.5324749,0.4947853,0.2440398,0.9742367,0.3901652,0.4911215,0.23271,0.8750512,0.3205914,0.3956121,0.4562886,0.2576745
0.327813,0.5515009,0.4060091,0.8225479,0.9674391,0.3040726,0.4028115,0.7673743,0.1579454,0.4327311,0.9586345,0.5784569
0.3650088,0.7182376,0.8012123,0.9410117,0.9318262,0.3592741,0.6957535,0.7156374,0.5375053,0.4100855,0.1105148,0.6579338
0.5111937,0.9415082,0.4889421,0.9385121,0.02924952,0.9226046,0.1445238,0.4065771,0.8037756,0.4923691,0.2554072,0.6903356
0.6365737,0.911174,0.6916114,0.9028304,0.6254641,0.9844557,0.8485583,0.6450704,0.7423245,0.2694968,0.499947,0.3280911
0.4629112,0.4901383,0.2586359,0.8936294,0.01269073,0.4291061,0.2646826,0.9148277,0.3485276,0.5547079,0.2306515,0.3469469
0.414868,0.8972237,0.3454373,0.8023539,0.5123991,0.3693879,0.3596451,0.5176061,0.6656785,0.3709349,0.01642056,0.654575
0.3211408,0.905152,0.4338569,-1.44E-05,0.3675887,0.1206658,0.4356342,0.5445149,0.6240631,0.4723861,0.9496677,0.724606
0.4356758,0.8314356,0.1939741,0.1837778,0.4517355,0.9087073,0.2811095,0.639323,0.5931699,0.654723,0.4686455,0.7304648
0.7395871,0.8547119,0.4272247,0.8859888,0.881444,0.1845051,0.02793339,0.7786075,0.8127243,0.6954725,0.05745371,0.5120084
0.2982756,0.8647838,0.370864,0.03551695,0.5583383,0.1134473,0.4228227,0.5559768,0.5519363,0.5617222,0.9524274,0.3010656
0.6303601,0.8027976,0.6084695,0.8424097,0.504753,0.2123679,0.8707706,0.2374035,0.2988217,0.354285,0.6826524,0.7080151
0.4799797,0.8717455,0.4464145,0.07278462,0.3371802,0.7508541,0.2666143,0.1296201,0.4326595,0.5500515,0.2073581,0.2632491
0.6668177,0.9158723,0.4764989,0.0946767,0.4003088,0.0799367,0.02153942,0.3837256,0.5333748,0.7706469,0.4780073,0.7005523
0.6113413,0.531474,0.5102177,0.2122627,0.7934369,0.2985106,0.9400933,0.9140256,0.1174565,0.6301887,0.1346385,0.5829049
0.3564215,0.7282504,0.5586649,0.8323788,0.9690601,0.2748491,0.5800616,0.1738739,0.175271,0.6292804,0.6646517,0.4835153
0.413752,0.9010491,0.4340511,0.0449968,0.7608997,0.1505117,0.4266803,0.2473236,0.4608447,0.6481739,0.6907406,0.3047835
0.2843256,0.8902698,0.5091282,0.8245292,0.2961252,0.05923021,0.491289,0.4633936,0.548569,0.6459253,0.3071043,0.5199517
0.5319342,0.9079427,0.4702143,0.01988194,0.5440995,0.1893759,0.7308719,0.1644887,0.5427943,0.3994326,0.873405,0.7216879
0.3837804,0.6330927,0.5990773,0.09985331,0.2742772,0.4414475,0.611616,0.3029848,0.09272978,0.7584417,0.4856456,0.6942957
0.5106403,0.924835,0.4155127,0.9481121,0.8212768,0.04647127,0.7376516,0.1892751,0.6504567,0.4586413,0.5837544,0.3308792
0.5390559,0.5684211,0.6180934,0.9874581,0.4197128,0.4974464,0.7979186,0.5745226,0.06627475,0.4360729,0.5314007,0.4920764
0.25453,0.598891,0.6863292,0.941978,0.01481225,0.4032032,0.6043275,0.7174668,0.3515815,0.3650607,0.4834098,0.6647337
0.4079298,0.6806427,0.4948537,0.9283178,0.670486,0.7619416,0.4320064,0.03126677,0.06968945,0.3572994,0.9451191,0.3141788
0.8023078,0.8390601,0.5636547,0.0790887,0.9128793,0.8762733,0.9771471,0.8107713,0.7882945,0.6294534,0.6850451,0.6489592
0.4312297,0.6544771,0.612556,0.06236013,0.06853469,0.1703379,0.6799636,0.2796591,0.04247916,0.5419318,0.9486277,0.4461285
0.2630882,0.8775845,0.3697411,0.9423965,0.4107699,0.8362424,0.4170547,0.5901181,0.6237679,0.6002869,0.4506677,0.6404219
0.563042,0.6017218,0.822843,0.9664068,0.829571,0.5102054,0.7836519,0.7855541,0.4486832,0.4761969,0.2619429,0.739122
0.4754246,0.9553417,0.6094364,0.04056207,0.9242722,0.990577,0.7151638,0.4855361,0.7326862,0.429125,0.4971508,0.4142889
0.5884114,0.9179122,0.6380368,0.09523317,0.04627821,0.933708,0.8314779,0.3830929,0.5356126,0.6965487,0.4070278,0.6942942
0.6015124,0.5036706,0.4235528,0.9540029,0.4633872,0.5923808,0.07979532,0.893342,0.1372164,0.6951484,0.3118205,0.3735229
0.2491074,0.5841422,0.7546389,0.8393474,0.862609,0.3658009,0.638571,0.8853809,0.5022788,0.3515313,0.2203269,0.2600507
0.4996074,0.524231,0.6857438,0.1497289,0.6046242,0.6266417,0.7571262,0.838511,0.155415,0.5250553,0.9452402,0.3461252
0.3785554,0.8821181,0.3925858,0.2231734,0.6416602,0.877354,0.3571816,0.3418875,0.4821594,0.6251165,0.2026264,0.2936502
0.5787424,0.8756608,0.5583483,0.01245593,0.3204686,0.8114487,0.3788447,0.1204477,0.6640433,0.4648472,0.05848937,0.745153
0.36935,0.8896625,0.4439223,0.1014055,0.9077076,0.0851021,0.4174011,0.2804306,0.4336409,0.4004452,0.6687747,0.5431502
0.2895571,0.7463492,0.7127417,0.1731998,0.9138544,0.2403237,0.6434519,0.6133984,0.4502268,0.6439976,0.9003623,0.3041018
0.4601983,0.6107227,0.3853801,0.07674918,0.01707305,0.4697256,0.2990351,0.279579,0.04328388,0.6366839,0.4726394,0.2753489
0.5125391,0.8800594,0.5294372,0.07901255,0.1988702,0.2242122,0.5216267,0.09731948,0.4724038,0.6205711,0.1260831,0.432378
0.4783418,0.8695518,0.4872765,0.02945504,0.8574972,0.153636,0.7109517,0.0589354,0.3880202,0.5788826,0.8876864,0.2751552
0.3504445,0.9116145,0.5174599,0.1191488,0.2146714,0.1653812,0.4863175,0.4333149,0.5823638,0.3914889,0.9161969,0.6264054
0.836161,0.7739988,0.512279,0.9950206,0.09000401,0.01157041,0.9944325,0.7895075,0.620281,0.5014613,0.950299,0.2978303
0.5522753,0.5543629,0.3900488,0.9602531,0.1383335,0.4475685,0.18508,0.6647939,0.08634133,0.7193556,0.5501389,0.5953455
0.5217639,0.9411848,0.5029069,0.9665789,0.5936534,0.07864682,0.3544913,0.2459086,0.6169752,0.591042,0.6720148,0.3005729
0.6903673,0.8701806,0.3829845,0.9137661,0.02430703,0.8236707,0.09145562,0.7993885,0.9409633,0.7822142,0.7879246,0.4556687
0.5363362,0.927748,0.4462847,0.07709429,0.5681609,0.9802784,0.6155474,0.1997612,0.6476068,0.3661283,0.3549599,0.3380208
0.5325674,0.9239056,0.4749387,0.2127975,0.1391182,0.1502429,0.1631886,0.5068559,0.8127609,0.5443416,0.9039423,0.6391752
0.6058578,0.8344449,0.3522888,0.9005183,0.06815651,0.2312708,0.1369527,0.8741719,0.98111,0.4522072,0.9722285,0.2924832
0.5039026,0.9532329,0.5184289,0.9897166,0.2784382,0.9807701,0.7972558,0.3028829,0.6357567,0.5146579,0.5943125,0.47846
0.5575355,0.5796707,0.6511918,0.8817434,0.5511038,0.7851754,0.8405409,0.7039853,0.1333895,0.3618255,0.009106521,0.453951
0.616112,0.5061913,0.8191175,0.1000002,0.5648211,0.5319765,0.8083056,0.9519441,0.4685248,0.3320417,0.4484478,0.5125279
0.5029015,0.7444041,0.3896665,0.247304,0.4430789,0.9391558,0.2422747,0.01846318,0.1699694,0.5504999,0.4583088,0.3328728
0.3106408,0.67452,0.5472224,0.05795758,0.09027429,0.351801,0.5372078,0.3394701,0.1742076,0.7235628,0.475341,0.2749503
0.6927583,0.500375,0.6991845,0.7863607,0.5421958,0.3266362,0.8532498,0.9535933,0.3916264,0.3392721,0.927774,0.6306416
0.5842702,0.7162806,0.1697986,0.959769,0.2862913,0.5983373,0.2088073,0.7050369,0.5339193,0.511605,0.257303,0.700851
0.5059478,0.6099848,0.3276399,0.03921663,0.8029638,0.43075,0.24639,0.4432598,0.1188246,0.5686241,0.5264367,0.4091239
0.2227223,0.5916141,0.3661025,0.01049569,0.1709997,0.6457526,0.4421483,0.7819889,0.4036071,0.4007842,0.1666915,0.4395038
0.3790612,0.878333,0.5138465,0.9714385,0.8376342,0.2085982,0.5608006,0.2675982,0.4367932,0.6365745,0.8795645,0.342353
0.4423532,0.7618951,0.5807647,0.8261791,0.8039399,0.4293726,0.7004647,0.08670143,0.228337,0.3932428,0.06493884,0.7118627
0.2037647,0.7915493,0.6357147,0.04654304,0.7733378,0.1111538,0.5795255,0.7520744,0.6211768,0.5719343,0.9176058,0.3293464
0.6595169,0.8403701,0.299741,0.8987306,0.8872209,0.03443705,0.1385692,0.4841351,0.4521056,0.7719404,0.2679652,0.3908146
0.1786497,0.700883,0.6956172,0.9446026,0.5929367,0.6530781,0.5895516,0.8241047,0.625396,0.4699825,0.3246857,0.7467352
0.4410381,0.8147668,0.2451266,0.09012198,0.9773294,0.06734405,0.2752047,0.9555793,0.9472868,0.4371205,0.8068749,0.6292959
0.5722148,0.8168026,0.3600892,0.07208368,0.1763054,0.9146349,0.1882069,0.2296249,0.2841824,0.5492547,0.7845864,0.7400616
0.5988451,0.5567124,0.4274919,0.9306772,0.7883811,0.3821725,0.06906668,0.7035764,0.07833823,0.6633662,0.2660511,0.2540377
0.5339527,0.9076533,0.5067983,0.1331105,0.8743752,0.8253742,0.63025,0.1701387,0.5655466,0.6166689,0.1553804,0.3088816
0.4772101,0.634574,0.4100321,0.1158537,0.07930563,0.4338248,0.2522632,0.02070843,0.03602543,0.5888424,0.23477,0.2836112
0.4860893,0.8995369,0.2928868,0.09732673,0.789036,0.1730215,0.2482375,0.459848,0.5694857,0.3099454,0.6595337,0.6284027
0.3980862,0.9152012,0.5527296,0.2274954,0.7083375,0.1247308,0.6215712,0.3967349,0.5997644,0.6253352,0.9642056,0.6781258
0.4868652,0.8546238,0.2458642,0.8330207,0.09752979,0.1729939,0.2384215,0.6267306,0.6302471,0.6818168,0.02219767,0.5084729
0.650289,0.5854069,0.4892415,0.001589107,0.8438007,0.525674,0.01624321,0.5090082,0.09950105,0.7054158,0.547249,0.6641398
0.3666586,0.6220841,0.558571,0.8954398,0.07444604,0.6122265,0.5522637,0.4611677,0.1391936,0.5372404,0.1146743,0.4476886
0.5776724,0.5427927,0.6602106,0.06691842,0.696973,0.5096368,0.8139944,0.7071481,0.1424126,0.7494629,0.3439669,0.6000425
0.4481925,0.9566014,0.4387246,0.9377916,0.03588313,0.02162858,0.3659164,0.404944,0.6913122,0.4682739,0.4441231,0.6141415
0.414743,0.6382362,0.5747197,0.8596027,0.6051799,0.7852703,0.6070817,0.1601054,0.006783972,0.7825002,0.1993047,0.4379564
0.5071977,0.6330934,0.7321373,0.1067794,0.3304663,0.2279347,0.7411142,0.5650466,0.1947998,0.4364784,0.8821944,0.467218
0.1396139,0.6721004,0.4461598,0.1642812,0.06903377,0.5435125,0.4889359,0.865021,0.6256292,0.3986177,0.1096887,0.4863186
0.5799278,0.7631137,0.7595663,0.8997536,0.3269398,0.3093934,0.789121,0.4822502,0.3868867,0.6106276,0.3607866,0.4527488
0.2818211,0.5267249,0.271664,0.9441018,0.5759739,0.4156592,0.3811348,0.8922797,0.4289343,0.4031249,0.2863352,0.7260002
0.3984247,0.8935043,0.4694872,0.7982402,0.8616993,0.2455643,0.4914944,0.2628165,0.4941907,0.407129,0.1773305,0.6449332
0.6651972,0.5054343,0.5005101,0.02250028,0.3526443,0.6631857,0.98113,0.8687278,0.2114562,0.2822824,0.7417261,0.7444836
0.717765,0.572165,0.7668855,0.01156388,0.1173362,0.2548487,0.8744346,0.9315716,0.5205218,0.3551007,0.04536991,0.6750739
0.6594349,0.8182555,0.2137209,0.9388192,0.08411423,0.7681893,0.1775199,0.7395701,0.6905466,0.702191,0.6851684,0.5373278
0.6722566,0.6222378,0.3412129,0.05305478,0.9408777,0.579242,0.1259252,0.5437629,0.2252063,0.6807362,0.5999359,0.6904266
0.3615015,0.5247187,0.5178309,0.7931641,0.5528987,0.4894702,0.5574048,0.8746851,0.1389918,0.3430823,0.1296421,0.4218834
0.6551022,0.7914509,0.4266941,0.9706686,0.1127619,0.9202887,0.06071985,0.2644074,0.2525481,0.7689391,0.13234,0.5242948
0.4766957,0.8813092,0.5760623,0.922802,0.3091551,0.1968705,0.6557354,0.1683223,0.4264689,0.6108921,0.2565698,0.4850183
0.3540804,0.5301675,0.6699316,0.9772955,0.5296172,0.5305871,0.6425713,0.7630865,0.2377214,0.3723008,0.4315267,0.4107582
0.440671,0.6913025,0.6182861,0.09943871,0.6736181,0.6585277,0.6603739,0.1067732,0.1227696,0.3043565,0.6290674,0.4565323
0.4730198,0.9254146,0.6134678,0.03719756,0.1927044,0.1845098,0.7143302,0.3350037,0.5760022,0.4948356,0.3160293,0.4821352
0.586249,0.8768132,0.3817151,0.098304,0.5049357,0.06992309,0.6503291,0.04616412,0.5816862,0.4968027,0.6477441,0.6688137
0.4246347,0.8921126,0.5843419,0.9613967,0.5485345,0.9022058,0.6411653,0.220942,0.4159508,0.5499061,0.5892364,0.6616727
0.4820566,0.9262679,0.5648517,0.05320436,0.8800449,0.9395839,0.6881536,0.2319909,0.5044027,0.3950702,0.5772659,0.433025
0.4267207,0.6787256,0.2992568,0.9562556,0.9448843,0.3839695,0.2890297,0.4276473,0.239377,0.5907559,0.2254026,0.3849851
0.613252,0.6516811,0.4972644,0.891659,0.2694324,0.5213817,0.9926884,0.0800269,0.07398569,0.5449231,0.342848,0.5817459
0.53343,0.8551894,0.5626453,0.8420792,0.5033671,0.0519959,0.837106,0.08086412,0.3461853,0.4412688,0.4396148,0.6508017
0.6167701,0.9165704,0.5744885,0.9072638,0.786961,0.09359149,0.8828267,0.6730047,0.8882861,0.3831737,0.736746,0.3113301
0.2559479,0.8209902,0.4633203,0.7817106,0.09137347,0.9104869,0.4976611,0.506347,0.470629,0.6344171,0.9372261,0.495705
0.2990824,0.7373933,0.4092789,0.05596246,0.2404325,0.9182996,0.9459587,0.03213503,0.8465306,0.2561661,0.9462581,0.6494919
0.2769575,0.6762573,0.3528299,0.8107193,0.9233019,0.2354113,0.4068016,0.5306375,0.2643514,0.4975137,0.7273059,0.5962596
0.3713522,0.8877282,0.47164,0.0225891,0.913071,0.07587671,0.4668256,0.2510553,0.4077727,0.5063524,0.6512064,0.466472
0.5563372,0.8805606,0.5163841,0.04137217,0.9850038,0.8944212,0.4669369,0.03119223,0.4322257,0.4855753,0.8044174,0.5258811
0.7106556,0.6888837,0.381438,0.1077771,0.9272711,0.6180446,0.5888945,0.06759584,0.8878216,0.4555738,0.7372269,0.6152029
0.3810128,0.529144,0.3492792,0.02706678,0.02383344,0.5350915,0.3639627,0.7511978,0.1870237,0.6197028,0.5835469,0.3225955
0.5455889,0.8881899,0.5000516,0.02538614,0.08992778,0.8368071,0.4073359,0.08306808,0.4625189,0.586708,0.8551925,0.5415229
0.5732789,0.5214919,0.5623792,0.9087085,0.8158239,0.4356791,0.9005587,0.8723884,0.09735985,0.6123238,0.572223,0.7155839
0.4577465,0.9556187,0.5051107,0.9947032,0.7391392,0.001776178,0.5197366,0.3320197,0.638792,0.5015163,0.5841431,0.3585003
0.5565279,0.9494648,0.6042814,0.01213955,0.8746826,0.9709241,0.8300363,0.5534819,0.8004124,0.4636512,0.483253,0.3032935
0.4654873,0.5690409,0.6091787,0.2318973,0.9455754,0.7976493,0.6539777,0.8030191,0.06568114,0.650537,0.03596713,0.5598186
0.6366873,0.8577123,0.2296714,0.07612452,0.2679591,0.8523118,0.1714459,0.7089195,0.7058663,0.3260138,0.5685095,0.4531248
0.4706002,0.8312952,0.6924725,0.9234958,0.2256463,0.08185156,0.7379431,0.3322939,0.347994,0.5519727,0.7902517,0.4895465
0.8324263,0.7983031,0.5266339,0.9290623,0.3915167,0.2974646,0.9949272,0.7569865,0.6966057,0.4374223,0.2421261,0.5842824
0.6385458,0.684646,0.1848592,0.9411165,0.9309359,0.7967641,0.1990431,0.7982371,0.5297021,0.6253309,0.9759813,0.619229
0.4734603,0.931262,0.4771001,0.09097201,0.2866591,0.05241647,0.408733,0.25905,0.5341964,0.5151168,0.8304357,0.672259
0.340536,0.8753538,0.5621451,0.911921,0.7305046,0.7660159,0.5288304,0.3709339,0.4844494,0.6440119,0.1236716,0.6256814
0.5145568,0.8303289,0.1879072,0.8643826,0.3316205,0.7830485,0.2305054,0.7094662,0.6774452,0.3202943,0.7391502,0.3527685
0.4762656,0.9534826,0.5102636,0.9875609,0.05996264,0.9949812,0.5801562,0.3049951,0.6319991,0.5266129,0.5773973,0.4682724
0.3384703,0.6688802,0.5628307,0.9015988,0.1663001,0.2215267,0.5395294,0.3383564,0.1188357,0.728559,0.1592476,0.3357919
0.565809,0.8183036,0.6847598,0.8845157,0.59454,0.9719177,0.8046816,0.3128805,0.320519,0.5010845,0.7293975,0.6392107
0.6379917,0.6375894,0.3770965,0.230917,0.05129982,0.5517196,0.09170272,0.4543324,0.1317748,0.6966978,0.1490791,0.6534747
0.5103923,0.9530804,0.5753672,0.9395378,0.1732216,0.9390873,0.7754435,0.473754,0.73458,0.5072709,0.7143028,0.4373994
0.5230318,0.6125573,0.4001004,0.141232,0.958269,0.4248519,0.1851117,0.1779744,0.004245645,0.6802145,0.3231425,0.7108743
0.4914607,0.9142365,0.463596,0.9024983,0.4924169,0.1190342,0.3353164,0.2339334,0.4945193,0.5327244,0.9297265,0.3332811
0.4805396,0.6540739,0.8532828,0.06604436,0.4180077,0.4985971,0.7439187,0.7885833,0.533278,0.4785574,0.2362379,0.4210283
0.4948799,0.8898365,0.5492863,0.7925686,0.1361574,0.2063831,0.3514431,0.129925,0.5334427,0.6469084,0.0726503,0.5894256
0.451484,0.664211,0.2675062,0.2275044,0.1996026,0.4933578,0.2617484,0.5197197,0.243719,0.3652982,0.8525167,0.4351653
0.4565733,0.8990452,0.5716119,0.1959511,0.8332626,0.03068259,0.7161809,0.2218596,0.4745678,0.3700392,0.2179857,0.4357539
0.5027098,0.8789918,0.4254144,0.8723139,0.7066742,0.2549119,0.2710427,0.1717208,0.4507193,0.4562548,0.2125762,0.5851656
0.4441784,0.7552162,0.3399339,0.9670625,0.3073277,0.7318208,0.3033635,0.2047057,0.2269405,0.5061226,0.4940493,0.7283133
0.7089671,0.6490585,0.6618385,0.02977555,0.9098971,0.7656285,0.8934065,0.5758731,0.2453032,0.7906629,0.1985257,0.5194786
0.5588731,0.8035786,0.6943293,0.04502911,0.2557712,0.1953513,0.8014628,0.3083434,0.3171704,0.5507421,0.6019198,0.4312187
0.5997078,0.8624805,0.420642,0.9637451,0.1023977,0.8575335,0.6007231,0.3543212,0.9350302,0.3617135,0.4567001,0.6014078
0.3997089,0.531396,0.2104853,0.8991801,0.2276914,0.6606349,0.3155036,0.869674,0.3738903,0.6077871,0.7599176,0.6602836
0.4179681,0.7597619,0.1888377,0.9073986,0.01231498,0.837117,0.3059798,0.7003484,0.5328588,0.6068348,0.9453888,0.5790395
0.2449176,0.8608747,0.4171251,0.9494866,0.9080021,0.2414017,0.4562657,0.5586935,0.5901699,0.4406527,0.3366646,0.5671108
