Epoch,Training,Testing,Best
1,82.4216401520554,82.39549568481058,82.39549568481058
2,82.4097824946327,82.39291890944259,82.39549568481058
3,81.95964277523709,81.9597768587192,82.39549568481058
4,82.17043088286857,82.13213873794898,82.39549568481058
5,80.86703730897898,80.79517459147172,82.39549568481058
6,82.19559598256029,82.08239309127538,82.39549568481058
7,82.5949420787868,82.5468134351422,82.5468134351422
8,82.75796004511491,82.73649680636176,82.73649680636176
9,82.6766119205866,82.6304444376494,82.73649680636176
10,83.05696678373658,83.00774262047452,83.00774262047452
11,83.18321224495728,83.12287934628185,83.12287934628185
12,83.16986444943298,83.13801158120215,83.13801158120215
13,83.38574331639488,83.32431740784396,83.32431740784396
14,83.54434161471231,83.49374728362143,83.49374728362143
15,83.55846915850363,83.50086997213708,83.50086997213708
16,83.66983852606663,83.59539598417145,83.59539598417145
17,83.45156381617852,83.43751570617397,83.59539598417145
18,84.1244370338423,84.06440327233923,84.06440327233923
19,83.80628382397617,83.7284526625744,84.06440327233923
20,83.82962622134818,83.79641132295976,84.06440327233923
21,83.57750059785076,83.53140430158392,84.06440327233923
22,83.90686451593844,83.89493224637908,84.06440327233923
23,83.7888643184649,83.74745991899033,84.06440327233923
24,84.60868120284587,84.56756791521474,84.56756791521474
25,83.86550853918014,83.81129941362056,84.56756791521474
26,84.0163833502844,83.96221613924563,84.56756791521474
27,83.74935159945807,83.69975291553725,84.56756791521474
28,83.81989941797976,83.76679185581423,84.56756791521474
29,83.79547819380484,83.74629608482374,84.56756791521474
30,83.7239556403858,83.66044068797713,84.56756791521474
31,84.20542238948074,84.12704424765,84.56756791521474
32,83.91845399211417,83.84075678810306,84.56756791521474
33,83.81213533730659,83.74745692821632,84.56756791521474
34,83.93485839905775,83.86901277348652,84.56756791521474
35,83.96842933885124,83.9054908349405,84.56756791521474
36,83.79420578770403,83.72177866942114,84.56756791521474
37,83.7521226034601,83.7222653083633,84.56756791521474
38,83.51074806719005,83.4299665801653,84.56756791521474
39,83.42542127610655,83.45643649132789,84.56756791521474
40,84.00077767557951,83.93815461959265,84.56756791521474
41,83.89616096213464,83.83026668854612,84.56756791521474
42,83.93461210052301,83.85845846107566,84.56756791521474
43,83.80925614764803,83.73537013852678,84.56756791521474
44,83.80712397552485,83.76627810360591,84.56756791521474
45,84.1743795703915,84.08575250597637,84.56756791521474
46,83.43636376307106,83.37270407604987,84.56756791521474
47,84.19273871342499,84.10577350581451,84.56756791521474
48,84.0323170184167,84.02957245967298,84.56756791521474
49,84.0357436651709,83.95134879848491,84.56756791521474
50,83.78636860996309,83.69892195273908,84.56756791521474
51,83.9567157316664,83.8793068466158,84.56756791521474
52,83.6963043143159,83.6116010470064,84.56756791521474
53,83.96201341634837,83.87094785863452,84.56756791521474
54,83.97206484491755,83.87414791195121,84.56756791521474
55,83.7688804795853,83.67118242319258,84.56756791521474
56,84.0139422463724,83.92633333609409,84.56756791521474
57,83.86057699833525,83.77016440358483,84.56756791521474
58,83.89700650872504,83.81042388103361,84.56756791521474
59,84.11535409861709,84.0159012788537,84.56756791521474
60,83.62527542112761,83.5307507000077,84.56756791521474
61,83.77632547410676,83.6828634449467,84.56756791521474
62,83.70869854653986,83.61874199776348,84.56756791521474
63,83.92787065480323,83.82494810983738,84.56756791521474
64,83.76042346720787,83.66934529206611,84.56756791521474
65,84.23639184423052,84.14075282144839,84.56756791521474
66,83.62510624278924,83.5291128363805,84.56756791521474
67,83.70067207497922,83.60487249980271,84.56756791521474
68,83.27486511506977,83.18805640871611,84.56756791521474
69,84.21641332038101,84.11123842124755,84.56756791521474
70,84.28976713525735,84.18690602909678,84.56756791521474
71,83.59863922707811,83.55780065327096,84.56756791521474
72,83.9097127004945,83.82535276940672,84.56756791521474
73,84.19085850397356,84.0924163139576,84.56756791521474
74,84.27414843586948,84.1932652161381,84.56756791521474
75,83.77289548420895,83.70113292422207,84.56756791521474
76,83.99385675750544,83.91185895570497,84.56756791521474
77,83.67646980103518,83.59562866847298,84.56756791521474
78,83.57362020915578,83.4760508654222,84.56756791521474
79,83.67544382707237,83.60575580056533,84.56756791521474
80,83.93130576786822,83.84653646154436,84.56756791521474
81,83.62725194222426,83.53130640661487,84.56756791521474
82,83.77315947142586,83.69138611032201,84.56756791521474
83,84.16889147619393,84.08695578436993,84.56756791521474
84,83.56091272883995,83.47155239676674,84.56756791521474
85,83.85525040957475,83.76427164297405,84.56756791521474
86,83.18644751471577,83.10408987000424,84.56756791521474
87,83.67997892393002,83.58933541062444,84.56756791521474
88,83.73724625765571,83.62979392064325,84.56756791521474
89,83.71473102654255,83.61564810278976,84.56756791521474
90,83.9888283219561,83.88452626900728,84.56756791521474
91,83.70656140777345,83.61179236630399,84.56756791521474
92,83.90883294375746,83.79145305510951,84.56756791521474
93,83.93638810763396,83.85214365149267,84.56756791521474
94,84.05555068033368,83.96332911655591,84.56756791521474
95,84.31307972091383,84.21370102090641,84.56756791521474
96,83.61685755895397,83.53129247637533,84.56756791521474
97,83.54058293425261,83.43445279398118,84.56756791521474
98,83.77593066720983,83.69076283353868,84.56756791521474
99,84.05961430238402,83.96162314512861,84.56756791521474
100,84.09346910545689,83.99142144237747,84.56756791521474
