I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
0.4455512,0.7578434,0.6472136,0.6815186,0.5798967,0.791045,0.3243054,0.694531,0.1489951,0.3662127,0.4139443,0.5313451,0.88701,0.543544,0.5622971,0.3442378,0.3509426,0.6537778,0.8238294,0.3762023,0.449776,0.5212098,0.4719352,0.1681839,0.0567505,0.9826404,0.4430533,0.4354891,0.5244159,0.3864024,0.7779547,0.8522233,0.4463888,0.6975972,0.4906296,0.4142654,0.4390212,0.7584968,0.568497,0.50221,0.1599091,0.6049219,0.06022587,0.5399725,0.7990779,0.4606676
0.4430533,0.4354891,0.5244159,0.3864024,0.7779547,0.8522233,0.4463888,0.6975972,0.4906296,0.4142654,0.4390212,0.7584968,0.568497,0.50221,0.1599091,0.6049219,0.06022587,0.5399725,0.7990779,0.4606676,0.4623415,0.5153826,0.5804891,0.8324801,0.4372997,0.4022252,0.5230296,0.4948739,0.6558151,0.5811744,0.4620244,0.8257924,0.7210072,0.7515783,0.7591102,0.09732769,0.7552025,0.5596953,0.3529183,0.444919,0.5069793,0.8192685,0.08662008,0.8299596,0.6357978,0.1728262
0.5230296,0.4948739,0.6558151,0.5811744,0.4620244,0.8257924,0.7210072,0.7515783,0.7591102,0.09732769,0.7552025,0.5596953,0.3529183,0.444919,0.5069793,0.8192685,0.08662008,0.8299596,0.6357978,0.1728262,0.5155737,0.4706897,0.4666845,0.9645105,0.2716044,0.1939002,0.09156232,0.7578698,0.3827532,0.1482817,0.07447065,0.7260394,0.5849666,0.9740227,0.9040052,0.3860083,0.6965874,0.9466571,0.3958603,0.02410313,0.2531606,0.8024783,0.5025019,0.4965216,0.2306203,0.03492731
0.09156232,0.7578698,0.3827532,0.1482817,0.07447065,0.7260394,0.5849666,0.9740227,0.9040052,0.3860083,0.6965874,0.9466571,0.3958603,0.02410313,0.2531606,0.8024783,0.5025019,0.4965216,0.2306203,0.03492731,0.3714591,0.5550171,0.5023981,0.8824276,0.9811586,0.7363518,0.5415966,0.7715341,0.885738,0.3281876,0.2800469,0.4841264,0.651423,0.9056243,0.5577512,0.1072542,0.2967674,0.5000821,0.5661975,0.3554788,0.005967346,0.7586691,0.3700466,0.6280267,0.5202453,0.02813628
0.5415966,0.7715341,0.885738,0.3281876,0.2800469,0.4841264,0.651423,0.9056243,0.5577512,0.1072542,0.2967674,0.5000821,0.5661975,0.3554788,0.005967346,0.7586691,0.3700466,0.6280267,0.5202453,0.02813628,0.5134525,0.6487041,0.4300521,0.08560109,0.9108419,0.5571102,0.4715572,0.542914,0.7171565,0.3614123,0.3677791,0.4719617,0.4146152,0.6794959,0.8692651,0.4336873,0.5093585,0.5646773,0.4128015,0.4253064,0.01716795,0.9025108,0.2903913,0.7963933,0.9065726,0.4867394
0.4715572,0.542914,0.7171565,0.3614123,0.3677791,0.4719617,0.4146152,0.6794959,0.8692651,0.4336873,0.5093585,0.5646773,0.4128015,0.4253064,0.01716795,0.9025108,0.2903913,0.7963933,0.9065726,0.4867394,0.4462487,0.5495226,0.4462169,0.9741433,0.3507429,0.1834626,0.234757,0.7858053,0.4064438,0.5242362,0.377185,0.542694,0.7801256,0.3190742,0.625471,0.2981049,0.4315245,0.9011989,0.2970758,0.753105,0.2788514,0.7146835,0.4489683,0.7226388,0.5983735,0.8540776
0.234757,0.7858053,0.4064438,0.5242362,0.377185,0.542694,0.7801256,0.3190742,0.625471,0.2981049,0.4315245,0.9011989,0.2970758,0.753105,0.2788514,0.7146835,0.4489683,0.7226388,0.5983735,0.8540776,0.4417096,0.5567783,0.5677772,0.9284692,0.7492156,0.2991522,0.2033407,0.5685973,0.5040922,0.775088,0.2449177,0.2275203,0.8095861,0.6986524,0.3580809,0.2488474,0.531475,0.4821995,0.3569022,0.5894489,0.5780996,0.9014557,0.03302514,0.4802719,0.5127686,0.4349731
0.2033407,0.5685973,0.5040922,0.775088,0.2449177,0.2275203,0.8095861,0.6986524,0.3580809,0.2488474,0.531475,0.4821995,0.3569022,0.5894489,0.5780996,0.9014557,0.03302514,0.4802719,0.5127686,0.4349731,0.4503609,0.5162102,0.4220353,0.8702481,0.1415409,0.9795347,0.1960827,0.5963755,0.7307291,0.5947812,0.5767007,0.1964724,0.8638933,0.8048518,0.2625788,0.2441991,0.7107411,0.3171011,0.5594664,0.5761178,0.4812839,0.7550537,0.3137155,0.5048562,0.5424817,0.4403892
0.1960827,0.5963755,0.7307291,0.5947812,0.5767007,0.1964724,0.8638933,0.8048518,0.2625788,0.2441991,0.7107411,0.3171011,0.5594664,0.5761178,0.4812839,0.7550537,0.3137155,0.5048562,0.5424817,0.4403892,0.442725,0.4556143,0.5773959,0.9740325,0.5294549,0.0994584,0.3581687,0.2664366,0.6738592,0.5998451,0.5082487,0.1133465,0.6318535,0.8664153,0.3688316,0.1881027,0.7276446,0.4974842,0.367469,0.6491007,0.2070858,0.827042,0.3190361,0.3036211,0.4045098,0.5108591
0.3581687,0.2664366,0.6738592,0.5998451,0.5082487,0.1133465,0.6318535,0.8664153,0.3688316,0.1881027,0.7276446,0.4974842,0.367469,0.6491007,0.2070858,0.827042,0.3190361,0.3036211,0.4045098,0.5108591,0.3545386,0.5341367,0.5029935,0.8231042,0.5705347,0.6476236,0.4852651,0.5019777,0.475615,0.6484064,0.6735058,0.4221644,0.4812947,0.7231412,0.7911218,0.4997723,0.5468484,0.3803232,0.7196544,0.4441995,0.3770264,0.5453906,0.4279365,0.3009788,0.3479809,0.5842578
0.4852651,0.5019777,0.475615,0.6484064,0.6735058,0.4221644,0.4812947,0.7231412,0.7911218,0.4997723,0.5468484,0.3803232,0.7196544,0.4441995,0.3770264,0.5453906,0.4279365,0.3009788,0.3479809,0.5842578,0.4646688,0.55544,0.4874015,0.1529509,0.04587543,0.144951,0.8163756,0.74283,0.2540017,0.8620527,0.68351,0.278158,0.3021023,0.5856774,0.5051815,0.5788411,0.3594638,0.7176094,0.4079902,0.5977814,0.175466,0.8463858,0.697842,0.4246288,0.2074033,0.468443
0.8163756,0.74283,0.2540017,0.8620527,0.68351,0.278158,0.3021023,0.5856774,0.5051815,0.5788411,0.3594638,0.7176094,0.4079902,0.5977814,0.175466,0.8463858,0.697842,0.4246288,0.2074033,0.468443,0.4772811,0.6110078,0.3622324,0.7697573,0.9724195,0.9800043,0.5585349,0.3425452,0.3712664,0.6688663,0.6878102,0.5822655,0.6575574,0.3047744,0.4464266,0.5764505,0.4817958,0.5167392,0.6993575,0.2471256,0.4400519,0.6272386,0.5755867,0.5791802,0.3582804,0.216915
0.5585349,0.3425452,0.3712664,0.6688663,0.6878102,0.5822655,0.6575574,0.3047744,0.4464266,0.5764505,0.4817958,0.5167392,0.6993575,0.2471256,0.4400519,0.6272386,0.5755867,0.5791802,0.3582804,0.216915,0.475071,0.5109398,0.5546085,0.8996168,0.4256671,0.08168162,0.2636457,0.2802122,0.6198971,0.3324266,0.3652674,0.4759801,0.3823237,0.6668108,0.3331821,0.856333,0.283336,0.6713701,0.7266946,0.3510193,0.5453464,0.4030834,0.7770939,0.2471965,0.537492,0.3909409
0.2636457,0.2802122,0.6198971,0.3324266,0.3652674,0.4759801,0.3823237,0.6668108,0.3331821,0.856333,0.283336,0.6713701,0.7266946,0.3510193,0.5453464,0.4030834,0.7770939,0.2471965,0.537492,0.3909409,0.4764142,0.4437391,0.4556773,0.7810537,0.6407115,0.1913221,0.3790751,0.5560628,0.8470354,0.4235463,0.5932401,0.3422818,0.1754249,0.4808396,0.2496698,0.5759887,0.4380495,0.5820653,0.4580354,0.5401508,0.6127428,0.7528037,0.701113,0.4496573,0.6888593,0.6862116
0.3790751,0.5560628,0.8470354,0.4235463,0.5932401,0.3422818,0.1754249,0.4808396,0.2496698,0.5759887,0.4380495,0.5820653,0.4580354,0.5401508,0.6127428,0.7528037,0.701113,0.4496573,0.6888593,0.6862116,0.4566054,0.521026,0.4635131,0.005236099,0.9992809,0.2223844,0.4717167,0.3435345,0.5115452,0.6449053,0.8030317,0.2639708,0.4183335,0.4591705,0.2597488,0.4924655,0.4287767,0.5714064,0.1293937,0.3650855,0.6482691,0.6907703,0.6238831,0.4676179,0.5959771,0.3276113
0.4717167,0.3435345,0.5115452,0.6449053,0.8030317,0.2639708,0.4183335,0.4591705,0.2597488,0.4924655,0.4287767,0.5714064,0.1293937,0.3650855,0.6482691,0.6907703,0.6238831,0.4676179,0.5959771,0.3276113,0.4373372,0.6736426,0.4818643,0.9899073,0.6326898,0.1365529,0.4751302,0.498591,0.6767755,0.6608033,0.5909716,0.581203,0.6399199,0.3649676,0.6164923,0.4125383,0.4827216,0.5070982,0.4697143,0.1315401,0.4434135,0.8412098,0.5553586,0.2472965,0.6336462,0.240988
0.4751302,0.498591,0.6767755,0.6608033,0.5909716,0.581203,0.6399199,0.3649676,0.6164923,0.4125383,0.4827216,0.5070982,0.4697143,0.1315401,0.4434135,0.8412098,0.5553586,0.2472965,0.6336462,0.240988,0.4801152,0.3855816,0.5627209,0.998066,0.9725326,0.7070965,0.1637891,0.2268209,0.5387168,0.3589317,0.5820489,0.4803593,0.3818014,0.5325601,0.2830799,0.7277052,0.6990626,0.2536246,0.4617866,0.5192564,0.3911661,0.7777132,0.6613513,0.2785876,0.444886,0.5127676
0.1637891,0.2268209,0.5387168,0.3589317,0.5820489,0.4803593,0.3818014,0.5325601,0.2830799,0.7277052,0.6990626,0.2536246,0.4617866,0.5192564,0.3911661,0.7777132,0.6613513,0.2785876,0.444886,0.5127676,0.3992783,0.5687066,0.417566,0.08178722,0.1449274,0.1326691,0.4458441,0.5656998,0.7339742,0.5401618,0.6305509,0.236457,0.5695035,0.2875512,0.3527962,0.8483253,0.53403,0.2203962,0.3701146,0.7215567,0.5991783,0.4830676,0.3217155,0.3773835,0.2489075,0.3015047
0.4458441,0.5656998,0.7339742,0.5401618,0.6305509,0.236457,0.5695035,0.2875512,0.3527962,0.8483253,0.53403,0.2203962,0.3701146,0.7215567,0.5991783,0.4830676,0.3217155,0.3773835,0.2489075,0.3015047,0.5885025,0.557065,0.634618,0.9162164,0.3320164,0.7876975,0.9131179,0.800748,0.5729153,0.5191923,0.5948671,0.01330673,0.4119851,0.6269353,0.3776978,0.7163048,0.5082823,0.5769715,0.4694644,0.273552,0.299495,0.1668878,0.4398992,0.7724684,0.08013557,0.341454
0.9131179,0.800748,0.5729153,0.5191923,0.5948671,0.01330673,0.4119851,0.6269353,0.3776978,0.7163048,0.5082823,0.5769715,0.4694644,0.273552,0.299495,0.1668878,0.4398992,0.7724684,0.08013557,0.341454,0.3826836,0.5653985,0.4424305,0.8149685,0.1123993,0.1254499,0.754343,0.3562434,0.449809,0.6479088,0.9100259,0.263449,0.4507652,0.7080297,0.7086877,0.4561815,0.2186178,0.9999738,0.5954464,0.5285408,0.2685609,0.589931,0.4704359,0.5906549,0.5135001,0.3669601
0.754343,0.3562434,0.449809,0.6479088,0.9100259,0.263449,0.4507652,0.7080297,0.7086877,0.4561815,0.2186178,0.9999738,0.5954464,0.5285408,0.2685609,0.589931,0.4704359,0.5906549,0.5135001,0.3669601,0.5613774,0.5144455,0.4672843,0.02883588,0.6148925,0.6145583,0.6079236,0.5290154,0.6069099,0.2755024,0.5591086,0.534896,0.599192,0.3629159,0.7005133,0.6630938,0.3966296,0.9723673,0.3439191,0.651381,0.362153,0.666837,0.2035355,0.7767534,0.1924256,0.4084478
0.6079236,0.5290154,0.6069099,0.2755024,0.5591086,0.534896,0.599192,0.3629159,0.7005133,0.6630938,0.3966296,0.9723673,0.3439191,0.651381,0.362153,0.666837,0.2035355,0.7767534,0.1924256,0.4084478,0.5532297,0.6194189,0.5324392,0.8709811,0.8210567,0.2933466,0.6241796,0.4779817,0.4695909,0.4561725,0.5263603,0.3492436,0.4798161,0.6174282,0.5185502,0.4787318,0.3638699,0.7752402,0.1588124,0.5248141,0.504245,0.3770804,0.3141398,0.8632329,0.508894,0.7199712
0.6241796,0.4779817,0.4695909,0.4561725,0.5263603,0.3492436,0.4798161,0.6174282,0.5185502,0.4787318,0.3638699,0.7752402,0.1588124,0.5248141,0.504245,0.3770804,0.3141398,0.8632329,0.508894,0.7199712,0.5642213,0.6295311,0.4199508,0.9634959,0.5386672,0.1533182,0.6293289,0.4966167,0.6037172,0.4046859,0.6427178,0.1786884,0.3195962,0.4424528,0.4703083,0.754524,0.5304483,0.5958956,0.3655058,0.5719413,0.318684,0.3730779,0.6111426,0.8623902,0.618269,0.4410805
0.6293289,0.4966167,0.6037172,0.4046859,0.6427178,0.1786884,0.3195962,0.4424528,0.4703083,0.754524,0.5304483,0.5958956,0.3655058,0.5719413,0.318684,0.3730779,0.6111426,0.8623902,0.618269,0.4410805,0.5135068,0.5783819,0.5512233,0.9223061,0.4643974,0.219669,0.6061193,0.5372555,0.6106857,0.4199568,0.6809381,0.1509082,0.2628213,0.4456083,0.4349206,0.7288333,0.474695,0.5708812,0.2936714,0.5294154,0.2605141,0.3343148,0.5709417,0.8070954,0.5823186,0.40564
0.6061193,0.5372555,0.6106857,0.4199568,0.6809381,0.1509082,0.2628213,0.4456083,0.4349206,0.7288333,0.474695,0.5708812,0.2936714,0.5294154,0.2605141,0.3343148,0.5709417,0.8070954,0.5823186,0.40564,0.4408561,0.4803765,0.5071511,0.1919127,0.7671027,0.2793737,0.4428089,0.3953759,0.4716756,0.3696407,0.5121093,0.3098347,0.5667798,0.168917,0.5679816,0.3749176,0.3720353,0.5668649,0.3987458,0.6033795,0.3456184,0.5936793,0.678234,0.6866293,0.6392321,0.1881642
0.4428089,0.3953759,0.4716756,0.3696407,0.5121093,0.3098347,0.5667798,0.168917,0.5679816,0.3749176,0.3720353,0.5668649,0.3987458,0.6033795,0.3456184,0.5936793,0.678234,0.6866293,0.6392321,0.1881642,0.4312201,0.5757325,0.5262343,0.7649843,0.214422,0.5584011,0.6884123,0.1325641,0.890136,0.5290663,0.4238403,0.1303025,0.5879268,0.4354387,0.5201843,0.5890034,0.4650803,0.2310149,0.1317679,0.2325905,0.336145,0.1746123,0.7024379,0.5634108,0.5461593,0.1559283
0.6884123,0.1325641,0.890136,0.5290663,0.4238403,0.1303025,0.5879268,0.4354387,0.5201843,0.5890034,0.4650803,0.2310149,0.1317679,0.2325905,0.336145,0.1746123,0.7024379,0.5634108,0.5461593,0.1559283,0.5241652,0.4637372,0.4149684,0.02280192,0.1787749,0.5810509,0.6036122,0.2327703,0.7449493,0.8819498,0.4136123,0.4542446,0.3811556,0.2971266,0.7028937,0.3772388,0.5866862,0.3299791,0.4020012,0.2889605,0.4738458,0.4791102,0.7498279,0.5973759,0.3137383,0.314107
0.6036122,0.2327703,0.7449493,0.8819498,0.4136123,0.4542446,0.3811556,0.2971266,0.7028937,0.3772388,0.5866862,0.3299791,0.4020012,0.2889605,0.4738458,0.4791102,0.7498279,0.5973759,0.3137383,0.314107,0.6043895,0.5653813,0.5507935,0.8037533,0.6653414,0.6723683,0.9180052,0.4988086,0.7274978,0.6412992,0.3597689,0.7629462,0.7209798,0.357529,0.5240631,0.5809831,0.9219434,0.6243933,0.5150129,0.2723802,0.4699389,0.7826792,0.3957182,0.2629176,0.5747325,0.3726838
0.9180052,0.4988086,0.7274978,0.6412992,0.3597689,0.7629462,0.7209798,0.357529,0.5240631,0.5809831,0.9219434,0.6243933,0.5150129,0.2723802,0.4699389,0.7826792,0.3957182,0.2629176,0.5747325,0.3726838,0.5740535,0.5965411,0.6200517,0.9702918,0.23412,0.3295523,0.5539904,0.4061275,0.4250339,0.4017767,0.5305977,0.628644,0.6335745,0.4045762,0.5514283,0.7681187,0.5685471,0.549818,0.7173667,0.05864252,0.2520732,0.6463588,0.2279165,0.3726479,0.4957979,0.4750962
0.5539904,0.4061275,0.4250339,0.4017767,0.5305977,0.628644,0.6335745,0.4045762,0.5514283,0.7681187,0.5685471,0.549818,0.7173667,0.05864252,0.2520732,0.6463588,0.2279165,0.3726479,0.4957979,0.4750962,0.6201202,0.4305902,0.417485,0.9944398,0.7997578,0.6901492,0.3395001,0.4401542,0.3342196,0.6566303,0.2987938,0.5884752,0.3152343,0.3301595,0.5315403,0.5363186,0.5169088,0.6442693,0.4414952,0.3737724,0.4073864,0.6612146,0.4266524,0.2253474,0.5417773,0.6896059
0.3395001,0.4401542,0.3342196,0.6566303,0.2987938,0.5884752,0.3152343,0.3301595,0.5315403,0.5363186,0.5169088,0.6442693,0.4414952,0.3737724,0.4073864,0.6612146,0.4266524,0.2253474,0.5417773,0.6896059,0.389508,0.5668111,0.5197812,0.9604108,0.3930183,0.6293579,0.3162696,0.6920428,0.1723347,0.4692351,0.3003636,0.8397309,0.1412115,0.4684075,0.4093468,0.7039899,0.7703214,0.495312,0.3333941,0.6661124,0.08717988,0.601233,0.6274425,0.3436205,0.4584603,0.4089764
0.3162696,0.6920428,0.1723347,0.4692351,0.3003636,0.8397309,0.1412115,0.4684075,0.4093468,0.7039899,0.7703214,0.495312,0.3333941,0.6661124,0.08717988,0.601233,0.6274425,0.3436205,0.4584603,0.4089764,0.5288819,0.5802508,0.483179,0.8189174,0.1086225,0.02686624,0.2658862,0.2813813,0.4339322,0.3473032,0.5315337,0.7309391,0.4115148,0.6437598,0.2875524,0.4789962,0.4650419,0.4465996,0.5370123,0.6734986,0.2551644,0.5430602,0.4544243,0.2554661,0.8696082,0.6826501
0.2658862,0.2813813,0.4339322,0.3473032,0.5315337,0.7309391,0.4115148,0.6437598,0.2875524,0.4789962,0.4650419,0.4465996,0.5370123,0.6734986,0.2551644,0.5430602,0.4544243,0.2554661,0.8696082,0.6826501,0.5727151,0.4940974,0.3849608,0.2219332,0.9706871,0.2076582,0.5571314,0.6144515,0.8028386,0.3016932,0.5984583,0.3717146,0.7405148,0.4393881,0.3806044,0.7878125,0.5797256,0.7350408,0.4280989,0.5425606,0.6037604,0.2988254,0.7096753,0.413598,0.6450033,0.4870831
0.5571314,0.6144515,0.8028386,0.3016932,0.5984583,0.3717146,0.7405148,0.4393881,0.3806044,0.7878125,0.5797256,0.7350408,0.4280989,0.5425606,0.6037604,0.2988254,0.7096753,0.413598,0.6450033,0.4870831,0.5246471,0.4596501,0.4769314,0.9828469,0.7852671,0.8838927,0.7328342,0.352985,0.9862786,0.4175163,0.4070472,0.665386,0.7202895,0.4389821,0.1515934,0.9482716,0.6400483,0.5967624,0.6476629,0.6365876,0.3801747,0.3629975,0.772703,0.6759256,0.4130152,0.6458589
0.7328342,0.352985,0.9862786,0.4175163,0.4070472,0.665386,0.7202895,0.4389821,0.1515934,0.9482716,0.6400483,0.5967624,0.6476629,0.6365876,0.3801747,0.3629975,0.772703,0.6759256,0.4130152,0.6458589,0.5154771,0.4902602,0.5352244,0.1022545,0.7999344,0.4972299,0.5671864,0.5789593,0.7479397,0.5596571,0.1680321,0.6227223,0.5579136,0.4166884,0.03204357,0.8424776,0.2150434,0.5769976,0.4055445,0.3104664,0.5404778,0.4437486,0.6334021,0.3781342,0.233279,0.7343771
0.5671864,0.5789593,0.7479397,0.5596571,0.1680321,0.6227223,0.5579136,0.4166884,0.03204357,0.8424776,0.2150434,0.5769976,0.4055445,0.3104664,0.5404778,0.4437486,0.6334021,0.3781342,0.233279,0.7343771,0.5784854,0.5667636,0.5685222,0.8666068,0.9458295,0.8948302,0.5970536,0.6039425,0.8377962,0.251003,0.4276691,0.9462321,0.6043268,0.2641608,0.1539628,0.6736447,0.3213992,0.4889251,0.4307126,0.3218966,0.6957754,0.4108448,0.6489388,0.5114225,0.3206416,0.8199365
0.5970536,0.6039425,0.8377962,0.251003,0.4276691,0.9462321,0.6043268,0.2641608,0.1539628,0.6736447,0.3213992,0.4889251,0.4307126,0.3218966,0.6957754,0.4108448,0.6489388,0.5114225,0.3206416,0.8199365,0.537365,0.5152926,0.4572325,0.1294267,0.4147116,0.6278034,0.7974936,0.9923359,0.4993217,0.5891211,0.1630291,0.6272628,0.7428796,0.6536163,0.1480469,0.2892883,0.4822129,0.4931166,0.7888933,0.1805773,0.5529158,0.273647,0.516095,0.3714178,0.0902255,0.4830422
0.7974936,0.9923359,0.4993217,0.5891211,0.1630291,0.6272628,0.7428796,0.6536163,0.1480469,0.2892883,0.4822129,0.4931166,0.7888933,0.1805773,0.5529158,0.273647,0.516095,0.3714178,0.0902255,0.4830422,0.5661465,0.5658454,0.4728522,0.9324248,0.3352672,0.6175717,0.5817381,0.7197067,0.4895711,0.4576613,0.2871267,0.7940733,0.8561198,0.3204293,0.4205355,0.5806709,0.7579199,0.5313151,0.5451736,0.5326037,0.541131,0.1856971,0.4371528,0.438981,0.2365846,0.7047533
0.5817381,0.7197067,0.4895711,0.4576613,0.2871267,0.7940733,0.8561198,0.3204293,0.4205355,0.5806709,0.7579199,0.5313151,0.5451736,0.5326037,0.541131,0.1856971,0.4371528,0.438981,0.2365846,0.7047533,0.4641746,0.5437049,0.5331239,0.05545261,0.2739588,0.8971504,0.6377819,0.3327887,0.7458891,0.3010001,0.4495802,0.4032917,0.82005,0.5705582,0.546271,0.6366608,0.3565744,0.8647285,0.4134103,0.6456155,0.3015752,0.3132116,0.293501,0.4827592,0.395343,0.3057513
0.6377819,0.3327887,0.7458891,0.3010001,0.4495802,0.4032917,0.82005,0.5705582,0.546271,0.6366608,0.3565744,0.8647285,0.4134103,0.6456155,0.3015752,0.3132116,0.293501,0.4827592,0.395343,0.3057513,0.4488198,0.375167,0.4454609,0.08715262,0.58622,0.846096,0.9375446,0.1230161,0.5184318,0.5659028,0.6937274,0.2420966,0.5852448,0.5593654,0.3324755,0.3515511,0.6141225,0.7623248,0.3644434,0.5815633,0.01679798,0.6078672,0.6959761,0.1669567,0.4944339,0.2114833
0.9375446,0.1230161,0.5184318,0.5659028,0.6937274,0.2420966,0.5852448,0.5593654,0.3324755,0.3515511,0.6141225,0.7623248,0.3644434,0.5815633,0.01679798,0.6078672,0.6959761,0.1669567,0.4944339,0.2114833,0.4944405,0.5320396,0.444475,0.1599506,0.02529311,0.1055921,0.6306508,0.2604568,0.1625703,0.8790964,0.3904928,0.1852049,0.8495982,0.5125867,0.3729274,0.1646979,0.5795021,0.6698555,0.06355552,0.8522798,0.4466371,0.5185661,0.5131029,0.419365,0.2244611,0.1159139
0.6306508,0.2604568,0.1625703,0.8790964,0.3904928,0.1852049,0.8495982,0.5125867,0.3729274,0.1646979,0.5795021,0.6698555,0.06355552,0.8522798,0.4466371,0.5185661,0.5131029,0.419365,0.2244611,0.1159139,0.5574044,0.5722867,0.5029552,0.9039447,0.9487989,0.8224615,0.8034016,0.2835721,0.2256311,0.5413853,0.4887219,0.168915,0.4724337,0.4650027,0.5310625,0.261817,0.6062801,0.2926195,0.2832854,0.5936655,0.08933967,0.4183643,0.680951,0.645414,0.4914143,0.5445921
0.8034016,0.2835721,0.2256311,0.5413853,0.4887219,0.168915,0.4724337,0.4650027,0.5310625,0.261817,0.6062801,0.2926195,0.2832854,0.5936655,0.08933967,0.4183643,0.680951,0.645414,0.4914143,0.5445921,0.5293684,0.5644135,0.4741631,0.8952898,0.2997455,0.2540013,0.7558453,0.6215324,0.4630206,0.2333258,0.520466,0.4415664,0.5910261,0.4571852,0.6678998,0.3890578,0.5043083,0.3500238,0.2095239,0.6178846,0.108416,0.4211538,0.4495254,0.7211325,0.4988385,0.6157381
0.7558453,0.6215324,0.4630206,0.2333258,0.520466,0.4415664,0.5910261,0.4571852,0.6678998,0.3890578,0.5043083,0.3500238,0.2095239,0.6178846,0.108416,0.4211538,0.4495254,0.7211325,0.4988385,0.6157381,0.4896065,0.5290329,0.4805465,0.09871034,0.4123536,0.9955114,0.5986898,0.6737413,0.4116167,0.6033727,0.5390541,0.6231177,0.3768776,0.6924098,0.9171576,0.4691142,0.5681885,0.3492581,0.2730281,0.2676654,0.3013573,0.6778544,0.4360424,0.6526117,0.667706,0.3120348
0.5986898,0.6737413,0.4116167,0.6033727,0.5390541,0.6231177,0.3768776,0.6924098,0.9171576,0.4691142,0.5681885,0.3492581,0.2730281,0.2676654,0.3013573,0.6778544,0.4360424,0.6526117,0.667706,0.3120348,0.4380864,0.4244226,0.5449413,0.8398961,0.6909376,0.2037821,0.4781445,0.5222519,0.4553455,0.7386416,0.4859872,0.4440085,0.5935029,0.7537361,0.6457403,0.577764,0.7310499,0.363791,0.6301959,0.5352679,0.6487231,0.514275,0.3887149,0.4491093,0.5705258,0.5048686
0.4781445,0.5222519,0.4553455,0.7386416,0.4859872,0.4440085,0.5935029,0.7537361,0.6457403,0.577764,0.7310499,0.363791,0.6301959,0.5352679,0.6487231,0.514275,0.3887149,0.4491093,0.5705258,0.5048686,0.3957666,0.5536892,0.3600408,0.8870094,0.1349751,0.9809665,0.46065,0.6433209,0.4404766,0.7382137,0.6753231,0.3765581,0.582262,0.6771569,0.7007599,0.6403606,0.5582748,0.1191468,0.7254348,0.669273,0.4092462,0.4302138,0.4392191,0.5589373,0.4359428,0.6052955
0.46065,0.6433209,0.4404766,0.7382137,0.6753231,0.3765581,0.582262,0.6771569,0.7007599,0.6403606,0.5582748,0.1191468,0.7254348,0.669273,0.4092462,0.4302138,0.4392191,0.5589373,0.4359428,0.6052955,0.562506,0.5701927,0.563765,0.8758519,0.2228696,0.7073922,0.541021,0.4099449,0.7284703,0.4770851,0.8268796,0.4016623,0.8820426,0.3568159,0.5973285,0.8230198,0.477906,0.3255253,0.5990521,0.4005765,0.6709828,0.1785078,0.7140179,0.3971002,0.2616535,0.371049
0.541021,0.4099449,0.7284703,0.4770851,0.8268796,0.4016623,0.8820426,0.3568159,0.5973285,0.8230198,0.477906,0.3255253,0.5990521,0.4005765,0.6709828,0.1785078,0.7140179,0.3971002,0.2616535,0.371049,0.5267431,0.6222755,0.5244195,0.9494673,0.09714804,0.3527201,0.7832277,0.6764566,0.7644601,0.700089,0.7303405,0.6148848,0.5310704,0.4837773,0.3783756,0.759272,0.7173526,0.5496165,0.7498541,0.2776335,0.6706036,0.5417143,0.701017,0.2212628,0.3730513,0.7458578
0.7832277,0.6764566,0.7644601,0.700089,0.7303405,0.6148848,0.5310704,0.4837773,0.3783756,0.759272,0.7173526,0.5496165,0.7498541,0.2776335,0.6706036,0.5417143,0.701017,0.2212628,0.3730513,0.7458578,0.4531339,0.5927469,0.514591,0.9746503,0.7451431,0.5225113,0.4976294,0.6068009,0.8804787,0.41433,0.7458106,0.4067584,0.5065851,0.3887636,0.26391,0.8754126,0.6677984,0.4411975,0.4775866,0.5148587,0.687893,0.4058093,0.6991315,0.2900558,0.5519974,0.6653178
0.4976294,0.6068009,0.8804787,0.41433,0.7458106,0.4067584,0.5065851,0.3887636,0.26391,0.8754126,0.6677984,0.4411975,0.4775866,0.5148587,0.687893,0.4058093,0.6991315,0.2900558,0.5519974,0.6653178,0.4018753,0.5281751,0.4437558,0.7999645,0.8740231,0.2722043,0.383981,0.5732396,0.6454892,0.6189824,0.6031408,0.3968672,0.6334987,0.193419,0.2053344,0.6204582,0.6131706,0.4799029,0.3423455,0.7313219,0.5647939,0.5145354,0.7027773,1.878302E-05,0.7377295,0.7229916
0.383981,0.5732396,0.6454892,0.6189824,0.6031408,0.3968672,0.6334987,0.193419,0.2053344,0.6204582,0.6131706,0.4799029,0.3423455,0.7313219,0.5647939,0.5145354,0.7027773,1.878302E-05,0.7377295,0.7229916,0.4724878,0.4879506,0.3802582,0.08621426,0.9148817,0.6415759,0.07422362,0.5955362,0.4911423,0.505573,0.655342,0.3729245,0.485953,0.04562892,0.3980011,0.3805443,0.2147966,0.4048993,0.403514,0.8887655,0.4512483,0.4040952,0.4760239,0.3380949,0.4153801,0.6864495
