I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
0.9121287,0.09170929,0.37291,0.5371512,0.6950196,0.355372,0.6118735,0.3381336,0.905484,0.2378135,0.5264296,0.7562139,0.4404423,0.4380962,0.6037845,0.6912718,0.7564977,0.6350537,0.8441668,0.9960949,0.4663118,0.4746792,0.5027364,0.9124595,0.3594716,0.7952472,0.8089676,0.4933628,0.5371054,0.3170416,0.263409,0.8118741,0.4296612,0.7195927,0.7346811,0.1468104,0.2992105,0.5104207,0.3084567,0.1375068,0.1734913,0.3586328,0.5567443,0.3660257,0.6098382,0.766342
0.8089676,0.4933628,0.5371054,0.3170416,0.263409,0.8118741,0.4296612,0.7195927,0.7346811,0.1468104,0.2992105,0.5104207,0.3084567,0.1375068,0.1734913,0.3586328,0.5567443,0.3660257,0.6098382,0.766342,0.4919714,0.4362202,0.5108947,0.8163235,0.2543705,0.603242,0.4807735,0.1338011,0.3651273,0.2536918,0.444038,0.5843822,0.1358333,0.4026029,0.3356881,0.5341739,0.3669765,0.2200666,0.7332738,0.3241274,0.5841021,0.5732414,0.3412138,0.7519186,0.8264462,0.4861434
0.4807735,0.1338011,0.3651273,0.2536918,0.444038,0.5843822,0.1358333,0.4026029,0.3356881,0.5341739,0.3669765,0.2200666,0.7332738,0.3241274,0.5841021,0.5732414,0.3412138,0.7519186,0.8264462,0.4861434,0.4532072,0.6012344,0.5453726,0.8935113,0.08425482,0.7847324,0.4200292,0.5164199,0.151528,0.442818,0.4158612,0.2999876,0.1933318,0.623807,0.5291277,0.5887792,0.2060944,0.4100144,0.5282839,0.3306377,0.5437493,0.1860593,0.0003317195,0.7197592,0.906588,0.6384356
0.4200292,0.5164199,0.151528,0.442818,0.4158612,0.2999876,0.1933318,0.623807,0.5291277,0.5887792,0.2060944,0.4100144,0.5282839,0.3306377,0.5437493,0.1860593,0.0003317195,0.7197592,0.906588,0.6384356,0.563713,0.6150784,0.5060343,0.913992,0.3385904,0.9095901,0.5148422,0.5771639,0.4940284,0.1780547,0.462695,0.290437,0.3762099,0.244049,0.5331649,0.2390072,0.6170789,0.1860762,0.2468941,0.3447759,0.5974733,0.6542115,0.4368981,0.541009,0.4599974,0.7713738
0.5148422,0.5771639,0.4940284,0.1780547,0.462695,0.290437,0.3762099,0.244049,0.5331649,0.2390072,0.6170789,0.1860762,0.2468941,0.3447759,0.5974733,0.6542115,0.4368981,0.541009,0.4599974,0.7713738,0.5176139,0.5315003,0.5914457,0.9603386,0.5596343,0.7625964,0.07819249,0.4696831,0.7833256,0.3512111,0.6940554,0.1153713,0.3944467,0.3588174,0.7371563,0.1936578,0.8517134,0.4649964,0.4442023,0.03811283,0.6199918,0.4373325,0.5797467,0.4544602,0.6549022,0.6266432
0.07819249,0.4696831,0.7833256,0.3512111,0.6940554,0.1153713,0.3944467,0.3588174,0.7371563,0.1936578,0.8517134,0.4649964,0.4442023,0.03811283,0.6199918,0.4373325,0.5797467,0.4544602,0.6549022,0.6266432,0.5443187,0.5508317,0.4622173,0.06227153,0.1829802,0.9301351,0.4153153,0.4258885,0.6779863,0.4286274,0.6288067,0.2690162,0.6442017,0.3992958,0.48581,0.5455964,0.7624223,0.4574263,0.5661134,0.4247776,0.7088995,0.3353902,0.5572133,0.3852962,0.3092476,0.904108
0.4153153,0.4258885,0.6779863,0.4286274,0.6288067,0.2690162,0.6442017,0.3992958,0.48581,0.5455964,0.7624223,0.4574263,0.5661134,0.4247776,0.7088995,0.3353902,0.5572133,0.3852962,0.3092476,0.904108,0.4744452,0.5278,0.5467771,0.9068427,0.5603027,0.1022199,0.5824054,0.03622668,0.3984601,0.3931428,0.6818805,0.1875178,0.5461378,0.5062577,0.8890485,0.3853774,0.4290206,0.6331626,0.5048828,0.1952046,0.7346758,0.26031,0.8248392,0.4994338,0.3198955,0.5563225
0.5824054,0.03622668,0.3984601,0.3931428,0.6818805,0.1875178,0.5461378,0.5062577,0.8890485,0.3853774,0.4290206,0.6331626,0.5048828,0.1952046,0.7346758,0.26031,0.8248392,0.4994338,0.3198955,0.5563225,0.5071843,0.5368017,0.6164126,0.1847469,0.6591383,0.2258166,0.6775861,0.0356833,0.4174791,0.229645,0.590955,0.1599023,0.3211936,0.5050022,0.5492523,0.6716054,0.3860337,0.4943305,0.2614348,0.5190678,0.4050533,0.3465009,0.6467074,0.2280107,0.72321,0.4043455
0.6775861,0.0356833,0.4174791,0.229645,0.590955,0.1599023,0.3211936,0.5050022,0.5492523,0.6716054,0.3860337,0.4943305,0.2614348,0.5190678,0.4050533,0.3465009,0.6467074,0.2280107,0.72321,0.4043455,0.4717759,0.46739,0.5348165,0.0276599,0.3641999,0.6967426,0.5247383,0.2826793,0.5667034,0.4869263,0.6224424,0.0875527,0.2597511,0.6643406,0.4831455,0.8936727,0.3176623,0.6752709,0.3974816,0.6000345,0.2239792,0.427869,0.5597511,0.5336999,0.6092771,0.5244468
0.5247383,0.2826793,0.5667034,0.4869263,0.6224424,0.0875527,0.2597511,0.6643406,0.4831455,0.8936727,0.3176623,0.6752709,0.3974816,0.6000345,0.2239792,0.427869,0.5597511,0.5336999,0.6092771,0.5244468,0.50603,0.528692,0.5969446,0.8373678,0.1032527,0.5326994,0.6024945,0.4580406,0.6369568,0.3156559,0.3834485,0.5499592,0.247319,0.7699124,0.4369979,0.5302231,0.5208915,0.6480572,0.4802734,0.4926382,0.3312566,0.4752763,0.3354802,0.7073605,0.5954466,0.4691828
0.6024945,0.4580406,0.6369568,0.3156559,0.3834485,0.5499592,0.247319,0.7699124,0.4369979,0.5302231,0.5208915,0.6480572,0.4802734,0.4926382,0.3312566,0.4752763,0.3354802,0.7073605,0.5954466,0.4691828,0.5507732,0.5967333,0.5325129,0.9250603,0.04918404,0.1944605,0.4113285,0.372975,0.3667934,0.4498275,0.3993103,0.4992872,0.1919979,0.5639781,0.201725,0.4182046,0.5602133,0.717382,0.1631112,0.8418393,0.3352511,0.5151157,0.2787864,0.3787632,0.878608,0.6612235
0.4113285,0.372975,0.3667934,0.4498275,0.3993103,0.4992872,0.1919979,0.5639781,0.201725,0.4182046,0.5602133,0.717382,0.1631112,0.8418393,0.3352511,0.5151157,0.2787864,0.3787632,0.878608,0.6612235,0.47204,0.4700673,0.392816,0.8865876,0.8760743,0.536311,0.6820946,0.1942523,0.3245486,0.5271821,0.5742914,0.4848948,0.167538,0.6365545,0.3118774,0.2782794,0.6142166,0.5694046,0.4618293,0.5909269,0.2099807,0.6232178,0.4164602,0.4747792,0.7039791,0.6343094
0.6820946,0.1942523,0.3245486,0.5271821,0.5742914,0.4848948,0.167538,0.6365545,0.3118774,0.2782794,0.6142166,0.5694046,0.4618293,0.5909269,0.2099807,0.6232178,0.4164602,0.4747792,0.7039791,0.6343094,0.474879,0.4820693,0.4698181,0.9904835,0.8275789,0.5648872,0.697622,0.2076827,0.3040537,0.5890335,0.5666158,0.5160509,0.1592663,0.6917198,0.2925475,0.2743988,0.6136864,0.5650695,0.4847176,0.5890498,0.260821,0.684904,0.4114127,0.5360264,0.6822165,0.7167104
0.697622,0.2076827,0.3040537,0.5890335,0.5666158,0.5160509,0.1592663,0.6917198,0.2925475,0.2743988,0.6136864,0.5650695,0.4847176,0.5890498,0.260821,0.684904,0.4114127,0.5360264,0.6822165,0.7167104,0.4005407,0.4979936,0.5380294,0.861755,0.6691746,0.4512287,0.3823172,0.2031533,0.5586497,0.5985442,0.761514,0.6017712,0.2423583,0.5811008,0.3772122,0.1130913,0.5231629,0.4754292,0.4039293,0.893307,0.3275589,0.8735217,0.3442027,0.4681851,0.387532,0.7799359
0.3823172,0.2031533,0.5586497,0.5985442,0.761514,0.6017712,0.2423583,0.5811008,0.3772122,0.1130913,0.5231629,0.4754292,0.4039293,0.893307,0.3275589,0.8735217,0.3442027,0.4681851,0.387532,0.7799359,0.4660835,0.5148546,0.530627,0.05911984,0.5134294,0.4564982,0.4713682,0.1286134,0.4062094,0.3909875,0.81648,0.4016661,0.2283106,0.1837981,0.6464065,0.2957335,0.1792491,0.2176908,0.3571652,0.7997943,0.4380193,0.5835298,0.2494524,0.5433539,0.3881272,0.8106825
0.4713682,0.1286134,0.4062094,0.3909875,0.81648,0.4016661,0.2283106,0.1837981,0.6464065,0.2957335,0.1792491,0.2176908,0.3571652,0.7997943,0.4380193,0.5835298,0.2494524,0.5433539,0.3881272,0.8106825,0.5786731,0.691329,0.4631056,0.9570051,0.9254528,0.4558136,0.520223,0.3886514,0.3864876,0.7104596,0.6761543,0.7273828,0.4385116,0.2396007,0.5217811,0.5578108,0.5567464,0.3913914,0.6241246,0.4658072,0.5181793,0.5248367,0.5842468,0.3909348,0.6970885,0.6799246
0.520223,0.3886514,0.3864876,0.7104596,0.6761543,0.7273828,0.4385116,0.2396007,0.5217811,0.5578108,0.5567464,0.3913914,0.6241246,0.4658072,0.5181793,0.5248367,0.5842468,0.3909348,0.6970885,0.6799246,0.4719079,0.6095496,0.563668,0.1316893,0.7304386,0.03087238,0.5723025,0.4163083,0.6835093,0.7893852,0.7614103,0.4846779,0.6355988,0.4188063,0.8330866,0.4445111,0.3868851,0.632606,0.4976788,0.7175952,0.2972949,0.4758075,0.3579614,0.7054806,0.8102934,0.6063345
0.5723025,0.4163083,0.6835093,0.7893852,0.7614103,0.4846779,0.6355988,0.4188063,0.8330866,0.4445111,0.3868851,0.632606,0.4976788,0.7175952,0.2972949,0.4758075,0.3579614,0.7054806,0.8102934,0.6063345,0.5248503,0.5203989,0.4530883,0.9299449,0.4428338,0.5347173,0.5562747,0.4397643,0.9895158,0.7611325,0.6199359,0.2089179,0.6097579,0.4126659,0.7047142,0.6989335,0.4574841,0.8134507,0.4569829,0.4903516,0.3123738,0.6930681,0.5335528,0.4643748,0.641342,0.8356677
0.5562747,0.4397643,0.9895158,0.7611325,0.6199359,0.2089179,0.6097579,0.4126659,0.7047142,0.6989335,0.4574841,0.8134507,0.4569829,0.4903516,0.3123738,0.6930681,0.5335528,0.4643748,0.641342,0.8356677,0.5350259,0.479288,0.5002711,0.9647789,0.1838923,0.8349577,0.4112577,0.2202888,0.6290258,0.6627806,0.5623837,0.4331927,0.4707773,0.2128999,0.2742762,0.7714579,0.6729348,0.4869196,0.6283542,0.1894804,0.4361955,0.5315411,0.3734291,0.4352246,0.5133595,0.5426391
0.4112577,0.2202888,0.6290258,0.6627806,0.5623837,0.4331927,0.4707773,0.2128999,0.2742762,0.7714579,0.6729348,0.4869196,0.6283542,0.1894804,0.4361955,0.5315411,0.3734291,0.4352246,0.5133595,0.5426391,0.5134554,0.5606965,0.4321898,0.7782401,0.8159597,0.1797876,0.5793182,0.3920861,0.3130461,0.605105,0.6623895,0.6882569,0.6534114,0.246536,0.4469641,0.4919265,0.6684232,0.5080335,0.6825346,0.2205749,0.5369699,0.5389037,0.3022322,0.5657878,0.4051713,0.277024
0.5793182,0.3920861,0.3130461,0.605105,0.6623895,0.6882569,0.6534114,0.246536,0.4469641,0.4919265,0.6684232,0.5080335,0.6825346,0.2205749,0.5369699,0.5389037,0.3022322,0.5657878,0.4051713,0.277024,0.5727414,0.5141876,0.4837642,0.8437888,0.5132295,0.2216609,0.7426313,0.4388975,0.3422337,0.2865141,0.8754878,0.3408608,0.5373813,0.5394543,0.6718941,0.3520655,0.8405719,0.3658465,0.5577449,0.0435623,0.4778865,0.4345279,0.4015603,0.8087712,0.3368676,0.2436261
0.7426313,0.4388975,0.3422337,0.2865141,0.8754878,0.3408608,0.5373813,0.5394543,0.6718941,0.3520655,0.8405719,0.3658465,0.5577449,0.0435623,0.4778865,0.4345279,0.4015603,0.8087712,0.3368676,0.2436261,0.4032776,0.5618852,0.5149084,0.8509752,0.9245477,0.8430012,0.2901185,0.5708301,0.5741671,0.167215,0.4209431,0.6295334,0.5054621,0.8721481,0.2606402,0.4745694,0.4627108,0.4812956,0.8499315,0.4121999,0.7101515,0.2287946,0.8538178,0.4841111,0.1650083,0.5065451
0.2901185,0.5708301,0.5741671,0.167215,0.4209431,0.6295334,0.5054621,0.8721481,0.2606402,0.4745694,0.4627108,0.4812956,0.8499315,0.4121999,0.7101515,0.2287946,0.8538178,0.4841111,0.1650083,0.5065451,0.5406533,0.4247009,0.4441691,0.9616928,0.2478412,0.6601725,0.1967272,0.6680802,0.5714969,0.2227955,0.207323,0.7812978,0.4639297,0.6982573,0.6348672,0.277079,0.4134536,0.6556723,0.7627096,0.5719228,0.2922856,0.582271,0.7931221,0.3034037,0.1872028,0.4589416
0.1967272,0.6680802,0.5714969,0.2227955,0.207323,0.7812978,0.4639297,0.6982573,0.6348672,0.277079,0.4134536,0.6556723,0.7627096,0.5719228,0.2922856,0.582271,0.7931221,0.3034037,0.1872028,0.4589416,0.5258324,0.6063107,0.3431122,0.8575938,0.4266689,0.09826285,0.3230554,0.6975364,0.9388735,0.5838121,0.4033146,0.9593399,0.08574532,0.9052868,0.3297892,0.6650441,0.2844992,0.323003,0.5589108,0.3398491,0.2707393,0.6227763,0.5977205,0.642991,0.1785467,0.8543319
0.3230554,0.6975364,0.9388735,0.5838121,0.4033146,0.9593399,0.08574532,0.9052868,0.3297892,0.6650441,0.2844992,0.323003,0.5589108,0.3398491,0.2707393,0.6227763,0.5977205,0.642991,0.1785467,0.8543319,0.5333095,0.5578344,0.4374702,0.06628568,0.6026861,0.8009643,0.6220712,0.3638818,0.9302142,0.6268359,0.6808261,0.8450873,0.4690912,0.7782508,0.6116679,0.2538858,0.7350829,0.3666697,0.519224,0.3975359,0.5687506,0.3322208,0.7986066,0.4630056,0.6032735,0.4765294
0.6220712,0.3638818,0.9302142,0.6268359,0.6808261,0.8450873,0.4690912,0.7782508,0.6116679,0.2538858,0.7350829,0.3666697,0.519224,0.3975359,0.5687506,0.3322208,0.7986066,0.4630056,0.6032735,0.4765294,0.5105696,0.5394992,0.5431876,0.08227025,0.7285036,0.9503109,0.2860059,0.3882987,0.6893045,0.4007287,0.6365071,0.7730104,0.2567042,0.5029701,0.5196638,0.3884996,0.6065784,0.19941,0.7292626,0.3695051,0.4836517,0.5992485,0.6323552,0.4422357,0.6070765,0.5596964
0.2860059,0.3882987,0.6893045,0.4007287,0.6365071,0.7730104,0.2567042,0.5029701,0.5196638,0.3884996,0.6065784,0.19941,0.7292626,0.3695051,0.4836517,0.5992485,0.6323552,0.4422357,0.6070765,0.5596964,0.4731202,0.5801355,0.398827,0.06507153,0.7338704,0.8338819,0.1457135,0.6846182,0.3993934,0.6925444,0.6828876,0.4087431,0.1904534,0.3195243,0.7026852,0.4429081,0.6643757,0.2920743,0.4131401,0.4049734,0.6318766,0.5871938,0.5637982,0.1129591,0.3682393,0.7938305
0.1457135,0.6846182,0.3993934,0.6925444,0.6828876,0.4087431,0.1904534,0.3195243,0.7026852,0.4429081,0.6643757,0.2920743,0.4131401,0.4049734,0.6318766,0.5871938,0.5637982,0.1129591,0.3682393,0.7938305,0.4814564,0.6489534,0.5326713,0.03124733,0.2564655,0.4215507,0.5844568,0.5356706,0.4291263,0.5353124,0.3307044,0.3004394,0.6197971,0.6697036,0.7665842,0.3412929,0.6038085,0.4634255,0.6787781,0.4443147,0.4298998,0.5078486,0.635537,0.3585707,0.7642466,0.4640027
0.5844568,0.5356706,0.4291263,0.5353124,0.3307044,0.3004394,0.6197971,0.6697036,0.7665842,0.3412929,0.6038085,0.4634255,0.6787781,0.4443147,0.4298998,0.5078486,0.635537,0.3585707,0.7642466,0.4640027,0.6072134,0.4546884,0.478654,0.8998712,0.8456997,0.4606424,0.538386,0.5666384,0.4775847,0.7966596,0.2751431,0.5360295,0.467516,0.8737538,0.3842489,0.1816447,0.4213088,0.7913412,0.3950285,0.5410921,0.5355512,0.279655,0.8470539,0.5521424,0.5323338,0.5413539
0.538386,0.5666384,0.4775847,0.7966596,0.2751431,0.5360295,0.467516,0.8737538,0.3842489,0.1816447,0.4213088,0.7913412,0.3950285,0.5410921,0.5355512,0.279655,0.8470539,0.5521424,0.5323338,0.5413539,0.521062,0.5296589,0.48433,0.0256476,0.1638526,0.2356019,0.3815363,0.4943534,0.2668063,0.6808332,0.5025007,0.6101823,0.3912851,0.6322507,0.272489,0.3979899,0.22351,0.6241104,0.4033615,0.1851124,0.6356587,0.3975116,0.4724085,0.153031,0.2904223,0.5826109
0.3815363,0.4943534,0.2668063,0.6808332,0.5025007,0.6101823,0.3912851,0.6322507,0.272489,0.3979899,0.22351,0.6241104,0.4033615,0.1851124,0.6356587,0.3975116,0.4724085,0.153031,0.2904223,0.5826109,0.542687,0.5544878,0.5499252,0.956746,0.294136,0.2501421,0.3966126,0.4845296,0.2520947,0.6757424,0.4559674,0.6284931,0.3477506,0.6693876,0.2747713,0.4162109,0.2430435,0.6664825,0.4011728,0.230204,0.6248594,0.457191,0.4362251,0.2280614,0.305092,0.5817279
0.3966126,0.4845296,0.2520947,0.6757424,0.4559674,0.6284931,0.3477506,0.6693876,0.2747713,0.4162109,0.2430435,0.6664825,0.4011728,0.230204,0.6248594,0.457191,0.4362251,0.2280614,0.305092,0.5817279,0.5564365,0.5249988,0.4697035,0.8445982,0.9116866,0.6509622,0.3061362,0.5787678,0.02977276,0.4202613,0.4655323,0.5658522,0.6613831,0.8681468,0.4227489,0.7931539,0.05789598,0.7670732,0.693463,0.3037637,0.9749019,0.07121602,0.2234962,0.05931143,0.5556138,0.5216647
0.3061362,0.5787678,0.02977276,0.4202613,0.4655323,0.5658522,0.6613831,0.8681468,0.4227489,0.7931539,0.05789598,0.7670732,0.693463,0.3037637,0.9749019,0.07121602,0.2234962,0.05931143,0.5556138,0.5216647,0.4985584,0.3740855,0.4681234,0.93231,0.02696866,0.04404556,0.2864363,0.602924,0.465041,0.509555,0.385797,0.7784273,0.415772,0.5505665,0.5215212,0.5298683,0.287243,0.5831524,0.5177222,0.4305474,0.6413522,0.5300114,0.607734,0.3341319,0.8152542,0.6708748
0.2864363,0.602924,0.465041,0.509555,0.385797,0.7784273,0.415772,0.5505665,0.5215212,0.5298683,0.287243,0.5831524,0.5177222,0.4305474,0.6413522,0.5300114,0.607734,0.3341319,0.8152542,0.6708748,0.4653212,0.481865,0.4670907,0.9771618,0.1422875,0.458147,0.6004272,0.7045025,0.3412983,0.4374054,0.1201062,0.6998886,0.3680748,0.8651716,0.7547733,0.5738109,0.4905693,0.7018841,0.8628847,0.4031923,0.6462417,0.5978305,0.3701316,0.2766554,0.5061566,0.6426021
0.6004272,0.7045025,0.3412983,0.4374054,0.1201062,0.6998886,0.3680748,0.8651716,0.7547733,0.5738109,0.4905693,0.7018841,0.8628847,0.4031923,0.6462417,0.5978305,0.3701316,0.2766554,0.5061566,0.6426021,0.5370756,0.5266567,0.5387021,0.9907471,0.5450792,0.4595969,0.3902077,0.5721508,0.5118958,0.5028167,0.4745404,0.8488338,0.5628796,0.9708716,0.6690913,0.3136298,0.6226199,0.5186545,0.7031556,0.4002589,0.4322039,0.5054039,0.7095373,0.5334041,0.2381831,0.7253782
0.3902077,0.5721508,0.5118958,0.5028167,0.4745404,0.8488338,0.5628796,0.9708716,0.6690913,0.3136298,0.6226199,0.5186545,0.7031556,0.4002589,0.4322039,0.5054039,0.7095373,0.5334041,0.2381831,0.7253782,0.5046372,0.5393166,0.4858746,0.09948663,0.132709,0.3860513,0.3820013,0.2338349,0.675907,0.3264417,0.4709789,0.7591425,0.2709297,0.6481286,0.9666041,0.4442763,0.5815775,0.3894201,0.6013331,0.4552307,0.5513687,0.5435519,0.6752099,0.2559807,0.5802293,0.7135339
0.3820013,0.2338349,0.675907,0.3264417,0.4709789,0.7591425,0.2709297,0.6481286,0.9666041,0.4442763,0.5815775,0.3894201,0.6013331,0.4552307,0.5513687,0.5435519,0.6752099,0.2559807,0.5802293,0.7135339,0.4987982,0.4639098,0.592913,0.07490972,0.6452761,0.07262055,0.434131,0.3779386,0.7385458,0.3045845,0.8244505,0.7637607,0.1775655,0.540024,0.7495201,0.4274327,0.6331339,0.5750906,0.9957343,0.2084583,0.5094571,0.4538623,0.6067664,0.5043895,0.7043881,0.7789113
0.434131,0.3779386,0.7385458,0.3045845,0.8244505,0.7637607,0.1775655,0.540024,0.7495201,0.4274327,0.6331339,0.5750906,0.9957343,0.2084583,0.5094571,0.4538623,0.6067664,0.5043895,0.7043881,0.7789113,0.6365948,0.5182037,0.5472298,0.8950257,0.9027002,0.9224024,0.623688,0.4166507,0.5629708,0.5489671,0.7058586,0.4615098,0.1808152,0.5011085,0.3828922,0.1976003,0.5629067,0.3031832,0.8691752,0.5607049,0.7483334,0.3840796,0.4246677,0.397112,0.7265038,0.7485797
0.623688,0.4166507,0.5629708,0.5489671,0.7058586,0.4615098,0.1808152,0.5011085,0.3828922,0.1976003,0.5629067,0.3031832,0.8691752,0.5607049,0.7483334,0.3840796,0.4246677,0.397112,0.7265038,0.7485797,0.5241284,0.5984755,0.4830448,0.08380011,0.6795715,0.2790747,0.5281988,0.5981632,0.5511113,0.3337345,0.9061821,0.3859206,0.1487803,0.4532378,0.5085165,0.5309317,0.2833786,0.6606444,0.980096,0.3553869,0.7543944,0.4862987,0.2581973,0.1348953,0.5220482,0.4186393
0.5281988,0.5981632,0.5511113,0.3337345,0.9061821,0.3859206,0.1487803,0.4532378,0.5085165,0.5309317,0.2833786,0.6606444,0.980096,0.3553869,0.7543944,0.4862987,0.2581973,0.1348953,0.5220482,0.4186393,0.6545936,0.4261276,0.5168743,0.003364616,0.3844912,0.4959803,0.6507251,0.313756,0.633083,0.2594152,0.5218515,0.4653702,0.2919415,0.5382245,0.8724467,0.1770715,0.5314919,0.3120535,0.795061,0.6036474,0.5732214,0.5011383,0.4146398,0.4868073,0.327465,0.7341791
0.6507251,0.313756,0.633083,0.2594152,0.5218515,0.4653702,0.2919415,0.5382245,0.8724467,0.1770715,0.5314919,0.3120535,0.795061,0.6036474,0.5732214,0.5011383,0.4146398,0.4868073,0.327465,0.7341791,0.4712259,0.5052103,0.5322552,0.1410943,0.4879197,0.5867816,0.639731,0.5208119,0.9193596,0.190174,0.6494706,0.8063379,0.4146111,0.4753943,0.5826616,0.3887295,0.7260191,0.2783331,0.6233973,0.5138863,0.44169,0.2584312,0.5242256,0.6013146,0.3976532,0.5872043
0.639731,0.5208119,0.9193596,0.190174,0.6494706,0.8063379,0.4146111,0.4753943,0.5826616,0.3887295,0.7260191,0.2783331,0.6233973,0.5138863,0.44169,0.2584312,0.5242256,0.6013146,0.3976532,0.5872043,0.5450175,0.5224381,0.5432962,0.9507115,0.7837448,0.4927109,0.3654296,0.5913887,0.6648872,0.3999709,0.4018497,0.4226796,0.4468513,0.4704432,0.7393727,0.2517527,0.3937944,0.5170552,0.7200114,0.4177665,0.5163984,0.3621248,0.3714431,0.6491576,0.6226471,0.6648181
0.3654296,0.5913887,0.6648872,0.3999709,0.4018497,0.4226796,0.4468513,0.4704432,0.7393727,0.2517527,0.3937944,0.5170552,0.7200114,0.4177665,0.5163984,0.3621248,0.3714431,0.6491576,0.6226471,0.6648181,0.5185565,0.5927696,0.5820819,0.9428295,0.1387272,0.3156303,0.2777475,0.5548052,0.7258053,0.6112774,0.6930002,0.3655351,0.6446594,0.3157405,0.5134402,0.1130159,0.3929625,0.5608358,0.5762246,0.3629258,0.1572504,0.5376366,0.4337386,0.5745975,0.6097796,0.8220589
0.2777475,0.5548052,0.7258053,0.6112774,0.6930002,0.3655351,0.6446594,0.3157405,0.5134402,0.1130159,0.3929625,0.5608358,0.5762246,0.3629258,0.1572504,0.5376366,0.4337386,0.5745975,0.6097796,0.8220589,0.6207487,0.57117,0.3915041,0.09678884,0.8817781,0.6637105,0.5014025,0.3621852,0.7334306,0.4539569,0.3390555,0.5139422,0.5608196,0.1790235,0.1501322,0.4015343,0.3732194,0.230163,0.4973846,0.4046795,0.3986355,0.3268921,0.6527695,0.7511436,0.2046892,0.5291999
0.5014025,0.3621852,0.7334306,0.4539569,0.3390555,0.5139422,0.5608196,0.1790235,0.1501322,0.4015343,0.3732194,0.230163,0.4973846,0.4046795,0.3986355,0.3268921,0.6527695,0.7511436,0.2046892,0.5291999,0.5329726,0.516867,0.4575009,0.77623,0.1105858,0.6542858,0.372152,0.4262022,0.5548823,0.1951733,0.2461392,0.6426677,0.4281587,0.1711519,0.5509583,0.1953354,0.7306854,0.4032456,0.5213136,0.3990526,0.4441159,0.4435178,0.7176466,0.5932621,0.5137085,0.3980516
0.372152,0.4262022,0.5548823,0.1951733,0.2461392,0.6426677,0.4281587,0.1711519,0.5509583,0.1953354,0.7306854,0.4032456,0.5213136,0.3990526,0.4441159,0.4435178,0.7176466,0.5932621,0.5137085,0.3980516,0.5860767,0.5299197,0.5197427,0.9859579,0.7076256,0.7747646,0.4549814,0.3436318,0.4211688,0.1546941,0.03951845,0.4498672,0.3137526,0.3749604,0.6096379,0.5252106,0.5842146,0.3431951,0.4904577,0.2090081,0.2409163,0.6381175,0.6054645,0.3478438,0.2546549,0.1098539
0.4549814,0.3436318,0.4211688,0.1546941,0.03951845,0.4498672,0.3137526,0.3749604,0.6096379,0.5252106,0.5842146,0.3431951,0.4904577,0.2090081,0.2409163,0.6381175,0.6054645,0.3478438,0.2546549,0.1098539,0.5984011,0.5767349,0.5587597,0.8962983,0.3125003,0.7585238,0.07701167,0.6971377,0.1454895,0.4490908,0.3198655,0.7640823,0.2992443,0.2074739,0.9112504,0.8127955,0.543503,0.08505236,0.1892314,0.5327153,0.314298,0.3515441,0.4655714,0.7218081,0.2288782,0.05509075
0.07701167,0.6971377,0.1454895,0.4490908,0.3198655,0.7640823,0.2992443,0.2074739,0.9112504,0.8127955,0.543503,0.08505236,0.1892314,0.5327153,0.314298,0.3515441,0.4655714,0.7218081,0.2288782,0.05509075,0.385979,0.5192582,0.5735465,0.1418616,0.6953398,0.2671606,0.3927977,0.5777804,0.4614304,0.2831627,0.5969155,0.4682601,0.4165288,0.2382848,0.7242677,0.8737412,0.5027413,0.4317054,0.5693611,0.5501221,0.4089594,0.04862366,0.7064171,0.2973026,0.3968545,0.4145069
0.3927977,0.5777804,0.4614304,0.2831627,0.5969155,0.4682601,0.4165288,0.2382848,0.7242677,0.8737412,0.5027413,0.4317054,0.5693611,0.5501221,0.4089594,0.04862366,0.7064171,0.2973026,0.3968545,0.4145069,0.5108683,0.3898421,0.4487746,0.1845977,0.1045329,0.3550053,0.6688615,0.4808295,0.6869191,0.2012461,0.5504724,0.5125726,0.6100959,0.5339286,0.613813,0.9044191,0.2991495,0.4774738,0.5497729,0.2794397,0.6654695,0.3442699,0.504125,0.6271975,0.48199,0.120182
0.6688615,0.4808295,0.6869191,0.2012461,0.5504724,0.5125726,0.6100959,0.5339286,0.613813,0.9044191,0.2991495,0.4774738,0.5497729,0.2794397,0.6654695,0.3442699,0.504125,0.6271975,0.48199,0.120182,0.4691097,0.5352933,0.498596,0.1297349,0.8506268,0.4012973,0.6426975,0.3814537,0.6177318,0.4469852,0.6809487,0.580961,0.6028965,0.8980649,0.2859364,0.8294836,0.5543215,0.719255,0.6348343,0.7015651,0.5201163,0.6803904,0.2030235,0.5101377,0.2296221,3.794549E-08
