I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
0.3849719,0.5298358,0.5121751,0.9426093,0.7069216,0.7607418,0.2019686,0.3050573,0.7040716,0.8185466,0.321479,0.5314059,0.602705,0.3730014,0.1938628,0.6420231,0.4616128,0.4522264,0.2401034,0.6172227,0.5642332,0.7683584,0.8015534,0.4082852,0.3511457,0.6322975
0.5186227,0.5680122,0.5351989,0.8571433,0.3319204,0.8505121,0.4746713,0.4420225,0.628781,0.5809862,0.7564963,0.782527,0.5525733,0.5572488,0.7251518,0.463733,0.7090579,0.2253014,0.539266,0.1723148,0.3891991,0.6641827,0.4237388,0.5925766,0.6261436,0.8199531
0.4256539,0.4317085,0.5602202,0.009927835,0.416445,0.7414483,0.2480286,0.75668,0.2664999,0.4055386,0.8361393,0.6485834,0.4916223,0.5137671,0.3774497,0.6604584,0.3594085,0.6015424,0.4351826,0.6106168,0.5758768,0.2036015,0.7684362,0.5349832,0.7030289,0.6616293
0.4920227,0.5474906,0.5002825,0.9026114,0.8490068,0.5493202,0.3760633,0.2151479,0.7101936,0.7366133,0.7866532,0.2414416,0.7107232,0.7058164,0.4216597,0.3413265,0.7163754,0.371757,0.7764994,0.6093069,0.5021018,0.5508372,0.3807025,0.752383,0.3682135,0.5301904
0.6541342,0.4386651,0.4812207,0.9060843,0.7942588,0.3685503,0.437959,0.3911131,0.7274294,0.713008,0.5204238,0.715631,0.5182006,0.7716386,0.3146283,0.4210253,0.4807193,0.3792053,0.3821675,0.5631233,0.3353279,0.3889027,0.3725811,0.2650779,0.5199456,0.7363544
0.4968981,0.4786348,0.472698,0.1553077,0.4086543,0.40727,0.4853621,0.5060723,0.2254891,0.7978901,0.7433777,0.2833422,0.2881462,0.3605288,0.5527425,0.6413391,0.3578184,0.6670007,0.3562871,0.7203611,0.6796209,0.7381548,0.6293128,0.5656317,0.502715,0.1776355
0.5247554,0.4584742,0.452366,0.9222171,0.3895063,0.9618875,0.7627887,0.5995586,0.5510416,0.624279,0.5322126,0.6649451,0.3130935,0.5410737,0.3955538,0.454697,0.6695155,0.716082,0.2901167,0.4303004,0.4732631,0.6316765,0.4404487,0.5991599,0.4189097,0.5116067
0.5266622,0.3752297,0.3841183,0.7953389,0.2811472,0.911884,0.7195769,0.6282059,0.58561,0.744849,0.3322461,0.5739342,0.49676,0.5404398,0.4971787,0.7811894,0.6026906,0.5946088,0.652643,0.6452456,0.6414199,0.6439585,0.6083182,0.5730989,0.3982269,0.5343375
0.4352624,0.4980749,0.5314006,0.0006587001,0.4324721,0.8787392,0.1922284,0.4314219,0.8021716,0.4925843,0.2618563,0.2144804,0.1995313,0.3118696,0.2841309,0.7251424,0.4615783,0.4904298,0.2851936,0.7284111,0.3924021,0.3024739,0.2548963,0.7367287,0.440391,0.6538045
0.5268046,0.5627297,0.4305776,0.136407,0.3071899,0.5532426,0.2685505,0.512598,0.2804547,0.6973345,0.6863731,0.4762419,0.5114114,0.2552983,0.5376594,0.3614478,0.8068833,0.3604469,0.6213173,0.2604838,0.4367443,0.3794103,0.5133484,0.3562825,0.7085823,0.2549776
0.4754385,0.5518736,0.5241575,0.2213709,0.940438,0.02200445,0.7427573,0.333129,0.8291737,0.6642125,0.4841874,0.7289296,0.1966089,0.6151597,0.7741711,0.7398139,0.1932595,0.4445604,0.3121296,0.2619203,0.4501836,0.3274815,0.5137522,0.1770017,0.6507891,0.7441958
0.4417426,0.6308491,0.5695159,0.007926984,0.8327605,0.08382662,0.5422616,0.5965692,0.6697077,0.5004761,0.5189597,0.6625992,0.6726581,0.183975,0.6046508,0.5864325,0.2351418,0.7735191,0.478914,0.5348763,0.6544673,0.4225162,0.7195843,0.1897826,0.6675218,0.4722672
0.4623526,0.5603051,0.4228728,0.9677499,0.782701,0.2314252,0.6688008,0.7183755,0.6245989,0.2883531,0.4127406,0.6886284,0.7987977,0.3690166,0.5560272,0.4185016,0.526624,0.3751187,0.2149839,0.3977047,0.7356524,0.4026935,0.6516789,0.3769902,0.2764399,0.4990331
0.4668333,0.4680237,0.4397929,0.1395955,0.5295203,0.2318133,0.4371384,0.4903431,0.4384042,0.2081133,0.7485403,0.1764016,0.787865,0.3597969,0.3314809,0.458287,0.4211728,0.2398172,0.5475381,0.2804398,0.5171863,0.3457612,0.4855082,0.5400065,0.7355191,0.2287285
0.4290611,0.6335822,0.445992,0.1109527,0.5818824,0.9293152,0.7341926,0.704973,0.6848084,0.3827862,0.69779,0.6153093,0.4472342,0.496623,0.5489287,0.3211994,0.5710055,0.5051335,0.5178665,0.3371081,0.5339232,0.2664509,0.6384056,0.2405163,0.6910139,0.446144
0.6362554,0.6022574,0.4928232,0.02036986,0.2734839,0.9903932,0.3860719,0.443905,0.3590744,0.7146465,0.7737408,0.5769299,0.6146249,0.4164067,0.7100853,0.634998,0.2847447,0.2129689,0.3527662,0.4272083,0.4783973,0.5259166,0.5689638,0.2324991,0.6561573,0.3198243
0.5528569,0.5905266,0.501882,0.9350054,0.3039324,0.3553231,0.3405207,0.5945905,0.5508035,0.392821,0.4759739,0.6075656,0.7470379,0.5307543,0.6839294,0.2924716,0.4369519,0.2518615,0.6256426,0.5297412,0.5128269,0.533896,0.725848,0.3107212,0.4187641,0.3481061
0.5061617,0.6198454,0.4651991,0.07079949,0.5515714,0.185709,0.5582533,0.2906143,0.6202134,0.376688,0.6929832,0.1905933,0.6936573,0.4732702,0.6445028,0.3880873,0.4863918,0.2706622,0.1461871,0.3152092,0.4168339,0.1377795,0.5321019,0.7283124,0.3820406,0.7306222
0.4319049,0.5701294,0.5319562,0.8115802,0.4084927,0.1389246,0.6370786,0.3205314,0.3130416,0.7162026,0.3845471,0.3307804,0.2031499,0.5354565,0.3276541,0.2050797,0.5538607,0.2825299,0.1906576,0.7129743,0.7385737,0.4121232,0.2951007,0.2276772,0.2815014,0.5122147
0.5104596,0.4194378,0.5229546,0.05742271,0.1951824,0.9289304,0.8136668,0.4648313,0.6336533,0.2289382,0.6772153,0.5014504,0.6166936,0.311627,0.4268156,0.5363973,0.4163941,0.3802575,0.81911,0.7759373,0.3667452,0.3981315,0.5442722,0.2546168,0.6357539,0.2070689
0.5596091,0.669584,0.5324371,0.1427862,0.4710411,0.2031516,0.5105693,0.4522666,0.5454356,0.3796622,0.5764102,0.7045258,0.3945455,0.7485563,0.6638365,0.3652805,0.6876769,0.59773,0.5648122,0.2883997,0.5328143,0.3879204,0.5892289,0.6647489,0.4808669,0.7580336
0.4991389,0.5225706,0.5460682,0.7953349,0.7342025,0.03001951,0.4129124,0.5389655,0.3770951,0.4058194,0.2029794,0.6887624,0.2398601,0.7934911,0.6445256,0.5791821,0.6052579,0.3224511,0.7878011,0.374896,0.6360545,0.2876962,0.6995052,0.3371823,0.5823808,0.5813123
0.5110161,0.5619533,0.4795048,0.2209836,0.1250447,0.08845455,0.5579514,0.2161683,0.2737466,0.6337928,0.5137557,0.4944745,0.3102874,0.3395649,0.4285316,0.192587,0.461818,0.2640244,0.7404411,0.3903194,0.7144974,0.5034497,0.6773643,0.3401874,0.4769142,0.2299962
0.482599,0.6181672,0.5117615,0.987475,0.5419194,0.6464908,0.2791635,0.4970902,0.3874159,0.2083814,0.3550204,0.2771492,0.6018821,0.2382756,0.6891991,0.6015097,0.776848,0.6271536,0.5147759,0.6540265,0.2581875,0.6600651,0.6268353,0.5511902,0.2232293,0.2581077
0.5155581,0.5591604,0.4759786,0.9201943,0.494345,0.6086324,0.5518799,0.4191792,0.6958585,0.7448638,0.8252159,0.7926108,0.4771007,0.2191491,0.6170971,0.3699645,0.5156826,0.2572969,0.805781,0.5062969,0.2661893,0.3072709,0.188816,0.5938554,0.5797136,0.7653673
0.5666626,0.5644908,0.5643072,0.09374245,0.3972653,0.4060356,0.5366318,0.3167579,0.3260227,0.6739206,0.2825107,0.5944467,0.533071,0.2294144,0.7336816,0.523584,0.7789639,0.699367,0.2127692,0.2585561,0.5933341,0.4502459,0.2690375,0.5984524,0.5405224,0.7750716
0.4440195,0.4183155,0.5456312,0.9363666,0.3378053,0.04911754,0.369985,0.2799839,0.5765408,0.3999617,0.4711949,0.3390652,0.4510563,0.6750454,0.6832717,0.394246,0.5942922,0.4467126,0.7787294,0.7932476,0.4366777,0.4634454,0.2426314,0.3729863,0.70842,0.6901093
0.5160365,0.553652,0.4547231,0.9219244,0.7401595,0.8171157,0.7265389,0.359943,0.6414747,0.5716947,0.5872632,0.2733387,0.6578104,0.3762166,0.2620198,0.5570341,0.3850024,0.485624,0.3784167,0.7655308,0.3427589,0.7001668,0.7491554,0.4110821,0.5231639,0.7447145
0.5037235,0.5885197,0.3618239,0.06463078,0.711531,0.9259588,0.7546927,0.4179393,0.5242862,0.4794203,0.7001053,0.442905,0.6371411,0.3531761,0.6187729,0.4393004,0.3836855,0.7931718,0.4140159,0.4650051,0.2747545,0.6076624,0.2959696,0.421835,0.2630519,0.339156
0.5148406,0.5353411,0.6240901,0.1373482,0.3558108,0.1736883,0.509083,0.550551,0.6279979,0.5435919,0.3053989,0.6050689,0.6429214,0.281334,0.7074358,0.3175576,0.5594876,0.2702429,0.4667116,0.4901099,0.6844221,0.4159561,0.5204542,0.2453797,0.6454684,0.52567
0.4539566,0.4866858,0.4253129,0.1010147,0.3616517,0.7033034,0.7062065,0.5610557,0.7449519,0.4690869,0.5175734,0.5828145,0.6967762,0.2141048,0.6029493,0.2640069,0.6558893,0.613888,0.7088501,0.3894064,0.2584288,0.678005,0.5101353,0.3315392,0.4096912,0.7709888
0.5360198,0.5649956,0.4889323,0.8400152,0.3478797,0.1762219,0.489759,0.2888633,0.730727,0.2425236,0.4332411,0.5619652,0.6214055,0.3588152,0.7604753,0.2774412,0.6683921,0.2798773,0.2689178,0.7176784,0.68179,0.6167134,0.3151666,0.7951497,0.3951304,0.5921505
0.4882586,0.5791668,0.4071187,0.2147775,0.3523497,0.4343899,0.6094257,0.4672062,0.7432328,0.6377732,0.2470407,0.2452958,0.7735377,0.3645309,0.5102842,0.5704242,0.3523806,0.3547291,0.782747,0.3816647,0.522844,0.5363693,0.425766,0.3263988,0.6542395,0.5260499
0.405567,0.5408894,0.4104369,0.9056507,0.6265345,0.01865571,0.411179,0.2950971,0.2850956,0.7957368,0.3526498,0.482032,0.2326086,0.3706416,0.5463035,0.4682623,0.6318527,0.6149538,0.238185,0.4386238,0.2653005,0.6898601,0.295278,0.7098278,0.5080885,0.7344674
0.4358523,0.6135305,0.4166892,0.1241901,0.4074508,0.01301079,0.3066962,0.7680355,0.2544181,0.5152092,0.3586057,0.5094898,0.6235802,0.4577157,0.8105319,0.395404,0.6989334,0.4508702,0.5746735,0.7287048,0.5066002,0.4441205,0.5348773,0.5698603,0.6224318,0.5823939
0.523669,0.5189974,0.5388379,0.9556177,0.2137226,0.07349862,0.5045002,0.4980084,0.5592024,0.3510539,0.5237687,0.3848868,0.715348,0.2292083,0.5924563,0.6093257,0.4643661,0.5784473,0.4391914,0.8105902,0.1929667,0.6567385,0.5326834,0.733278,0.5583612,0.6368673
0.4608805,0.5084143,0.440333,0.8721991,0.8827352,0.2328809,0.7073569,0.3879968,0.3781949,0.5704554,0.3669567,0.765333,0.6224126,0.6342722,0.7916397,0.6322971,0.5343322,0.2083709,0.5739187,0.3834715,0.4040989,0.359397,0.6010334,0.4626114,0.5461886,0.6522585
0.5343443,0.4937833,0.5217276,0.8803163,0.06674847,0.1716895,0.5177883,0.7808185,0.2664455,0.2799445,0.4540493,0.3194344,0.7320377,0.6249015,0.7372746,0.5765924,0.6471538,0.7500774,0.2765808,0.5149777,0.4133219,0.7270051,0.4734086,0.6077005,0.4459611,0.4459874
0.5759785,0.5090301,0.5424018,0.9248276,0.3622713,0.07834188,0.6457226,0.5940724,0.3710966,0.3035466,0.2125357,0.5991071,0.7996098,0.5147185,0.4995683,0.4072817,0.6007311,0.3195327,0.6800931,0.4727617,0.4516983,0.5769297,0.8077877,0.8202353,0.2209614,0.4856701
0.5678326,0.502436,0.6290109,0.8537059,0.2296407,0.06598715,0.5489376,0.405525,0.384524,0.3339946,0.5848311,0.7291654,0.7437586,0.3440461,0.382221,0.3555442,0.6822562,0.3159603,0.4699225,0.234561,0.3343659,0.4009902,0.2144087,0.4228594,0.3838975,0.366686
0.5353453,0.6611042,0.5089244,0.9539664,0.09235442,0.9108451,0.7693443,0.7082778,0.459773,0.3995368,0.291451,0.5499212,0.7653618,0.5072579,0.4621953,0.2932573,0.7625641,0.2680911,0.4237359,0.5308741,0.3208347,0.6251932,0.4892756,0.3472179,0.51227,0.3541805
0.5274979,0.466217,0.520544,0.9262626,0.985523,0.6344818,0.6012048,0.7492941,0.3875202,0.5116286,0.3930202,0.4046215,0.3856947,0.2860245,0.7193608,0.3802242,0.6131384,0.3230311,0.3964073,0.4017246,0.5924047,0.2704068,0.6092663,0.3557658,0.6835916,0.7450401
0.3948354,0.480428,0.5009739,0.1234282,0.9760945,0.2749867,0.3529188,0.3241301,0.4585718,0.8144321,0.2273155,0.3164621,0.5500012,0.2803792,0.4589424,0.2292145,0.4896035,0.696216,0.3107367,0.696956,0.3023462,0.7794278,0.2238045,0.376719,0.6527095,0.4299783
0.4492581,0.5063269,0.4664711,0.09870669,0.3603696,0.3282453,0.5614448,0.4756472,0.6727171,0.1867809,0.3675582,0.4836307,0.416571,0.5118123,0.4412914,0.6256438,0.2474328,0.5194152,0.389926,0.3879568,0.556302,0.7105772,0.3837324,0.452159,0.4602197,0.2428928
0.4341875,0.5396808,0.533304,0.05061386,0.7755505,0.3872531,0.5898198,0.5483876,0.7819107,0.4031984,0.3455128,0.7681571,0.2396116,0.7183918,0.62758,0.6019876,0.5652325,0.3808377,0.5900905,0.2182458,0.3083029,0.6049808,0.3084317,0.4863463,0.4249397,0.7399318
0.4795456,0.6641647,0.5614754,0.1910471,0.08829754,0.9599255,0.5628296,0.6240948,0.3250377,0.5595153,0.4106611,0.395869,0.2987991,0.44227,0.4352775,0.6558514,0.3356858,0.5192611,0.3314384,0.4599686,0.3995683,0.4050646,0.5075991,0.3875712,0.4023938,0.639684
0.4902979,0.5557435,0.5793382,0.1044969,0.9732728,0.6004474,0.306765,0.3447627,0.3265546,0.5342562,0.495711,0.5402966,0.3970018,0.4689472,0.3933097,0.6335171,0.2395249,0.6578717,0.3264693,0.5875097,0.7397384,0.6186324,0.4532706,0.7210789,0.3960752,0.720291
0.5078797,0.4234159,0.4772843,0.9837757,0.6691679,0.5418954,0.4372754,0.225678,0.5174119,0.3022441,0.7988082,0.7122293,0.3224957,0.4362158,0.6990747,0.3972823,0.761507,0.7718346,0.4476747,0.5019132,0.6424425,0.6879492,0.5056441,0.7797683,0.3502747,0.4083538
0.6597192,0.548089,0.4739132,0.9393483,0.6608458,0.791494,0.6642106,0.410313,0.5574142,0.6183194,0.6153138,0.5484818,0.6263058,0.7628012,0.4069102,0.3188722,0.6576958,0.6187247,0.2867421,0.7481975,0.3675687,0.4211249,0.3003601,0.6948313,0.435448,0.4114284
0.4672959,0.4908317,0.5104244,0.1075711,0.538676,0.3491793,0.3879229,0.3918739,0.2488925,0.7454354,0.2452214,0.3657165,0.6454133,0.5561141,0.3910935,0.7941301,0.3832923,0.5833018,0.534845,0.8233464,0.520091,0.3150463,0.7639042,0.2549416,0.4624464,0.718452
0.488362,0.5128092,0.5318541,0.06750652,0.847331,0.9346104,0.4750516,0.1705627,0.2171616,0.3503941,0.1812541,0.7919102,0.3945313,0.5094096,0.3520167,0.6620562,0.469081,0.2784998,0.1709226,0.2249408,0.5785501,0.1811491,0.7278421,0.4993936,0.1987197,0.6390861
0.5045503,0.547348,0.4142902,0.961684,0.5433241,0.8492325,0.4022283,0.5902194,0.4092556,0.7946696,0.2669732,0.818779,0.7471898,0.3973465,0.4510535,0.6684195,0.7160349,0.6956224,0.5604733,0.7634808,0.4395272,0.5104699,0.2999226,0.710085,0.5199662,0.6905121
0.4783482,0.5455315,0.463753,0.8261825,0.5556036,0.3099512,0.4639568,0.5722597,0.5661077,0.3435801,0.5516837,0.4647014,0.4027487,0.5729228,0.2329035,0.6430869,0.5401502,0.7989129,0.7922229,0.4712203,0.3552863,0.4834204,0.7180485,0.5840365,0.5042002,0.3303405
0.3336026,0.5473402,0.3693779,0.1495971,0.8782077,0.6796582,0.8064193,0.4541952,0.6883432,0.2926886,0.6130837,0.5741767,0.55572,0.5525292,0.6792518,0.2715709,0.3978828,0.6011688,0.3471531,0.3380298,0.6753652,0.5719664,0.4091058,0.7632303,0.1894205,0.5928546
0.4401018,0.6053916,0.5655765,0.8605072,0.776662,0.8093364,0.5252672,0.2992326,0.3057891,0.5923544,0.3303066,0.5303176,0.5092809,0.6750968,0.4521947,0.7780119,0.3179286,0.8127134,0.5778906,0.2551222,0.5147318,0.208784,0.5568818,0.6975161,0.3539162,0.7250168
0.4541566,0.3936514,0.6038465,0.1374595,0.4100685,0.8244237,0.6441788,0.6705086,0.6518264,0.8175852,0.3036092,0.5186408,0.2860769,0.5863524,0.5666839,0.7625593,0.7079989,0.4260678,0.5572255,0.48894,0.5035362,0.5703164,0.3003727,0.4526983,0.2619366,0.6745715
0.5188802,0.4827929,0.6103548,0.1246361,0.4835304,0.09963257,0.4751585,0.3533183,0.5618473,0.6839079,0.3756405,0.2547751,0.7923296,0.6128681,0.7412125,0.342369,0.2555921,0.5752904,0.4555582,0.7369877,0.4018492,0.5280716,0.2860203,0.6379046,0.4183217,0.7237639
0.4009794,0.6013882,0.5447403,0.07038972,0.9878809,0.3662975,0.5348797,0.5638434,0.6422645,0.5526721,0.5398239,0.5658033,0.4811152,0.6182215,0.8030658,0.2419579,0.2536929,0.3148339,0.307356,0.5132959,0.4536312,0.7154329,0.7076297,0.4764231,0.3620313,0.4644524
0.538699,0.4335639,0.4371673,0.08032968,0.8981933,0.7211202,0.7562423,0.53255,0.4077098,0.4948843,0.6759845,0.314068,0.6888899,0.3524701,0.6301528,0.4731972,0.2983578,0.3816601,0.5181084,0.4179566,0.7901887,0.705639,0.5768782,0.5248229,0.4365665,0.693687
0.4843104,0.4990373,0.5338365,0.9590378,0.4859853,0.1898734,0.5162173,0.7107183,0.6709331,0.6014521,0.8213748,0.7667705,0.7758134,0.4923317,0.6912862,0.1788435,0.6883273,0.2303225,0.5344677,0.6080803,0.168466,0.4874436,0.4609591,0.283029,0.5821633,0.3437632
0.4656732,0.4358277,0.4475597,0.9858651,0.8539842,0.004358821,0.4654285,0.6942989,0.7799386,0.1731643,0.2318964,0.6380169,0.6220399,0.5715953,0.5202905,0.7279541,0.654906,0.2201774,0.3724568,0.3512895,0.2854737,0.581935,0.3970217,0.5865244,0.2437788,0.6229855
0.4911251,0.4710408,0.5599287,0.09227409,0.3234375,0.1883093,0.6073247,0.6191125,0.320163,0.549354,0.4400899,0.5780662,0.440962,0.344709,0.6034974,0.7459366,0.5961092,0.7088071,0.1683678,0.6787432,0.6543347,0.7283989,0.4419702,0.4132797,0.3453276,0.8164509
0.4760832,0.4107475,0.4043541,0.1024188,0.9167571,0.2062073,0.7613141,0.607814,0.2269562,0.5382226,0.348916,0.7755231,0.4255923,0.7366319,0.3318352,0.5416342,0.7502481,0.4226103,0.416093,0.4036244,0.464975,0.4803667,0.6762531,0.6143692,0.6048985,0.3218746
0.4199533,0.4676769,0.4679341,0.04825375,0.7781867,0.3675086,0.5176492,0.7011272,0.4382912,0.3932406,0.3843232,0.5969165,0.4459547,0.4989101,0.4597974,0.6626451,0.436245,0.6388388,0.7287837,0.38754,0.2758068,0.7371414,0.480649,0.4433506,0.5388829,0.4357496
0.4725154,0.4796644,0.5070568,0.933344,0.5142587,0.7441902,0.5912423,0.5282302,0.6340517,0.4572014,0.5618615,0.2227984,0.2362428,0.597076,0.6706179,0.2417193,0.2389898,0.6177061,0.3902039,0.4948802,0.3629975,0.3926556,0.4645556,0.5785489,0.6454415,0.6328476
0.4581519,0.374778,0.6619341,0.2202892,0.1525834,0.3687205,0.5586559,0.7656441,0.2621258,0.3236682,0.310724,0.3031633,0.3856611,0.5188636,0.4563161,0.7683427,0.6300485,0.2531647,0.7302496,0.5301962,0.5731096,0.643897,0.2890768,0.7411619,0.502051,0.6799814
0.4871413,0.5822049,0.465781,0.9937357,0.6827784,0.1115606,0.2091014,0.5479127,0.5919998,0.6857434,0.5340683,0.6411882,0.5323315,0.2769865,0.7638133,0.5693493,0.6683269,0.2737098,0.4924191,0.2921537,0.6937135,0.3945934,0.5642433,0.7621369,0.2606601,0.4242415
0.5368289,0.4856334,0.5898058,0.190229,0.7184494,0.4796425,0.2911118,0.5916508,0.2929572,0.7455103,0.4352924,0.4934179,0.5014514,0.6294786,0.3087552,0.639266,0.2660726,0.5716068,0.6953042,0.5550321,0.6404873,0.7116947,0.4318597,0.3903625,0.6821746,0.3461298
0.4122428,0.5144438,0.5231906,0.02001688,0.2904432,0.8491928,0.5621374,0.3850988,0.3801737,0.2855091,0.4209316,0.2466595,0.7026847,0.5944929,0.7693748,0.6589451,0.619422,0.6687438,0.2502652,0.6245574,0.479653,0.3049594,0.2872539,0.5973009,0.5020354,0.5589312
0.4890191,0.3798378,0.6027689,0.09229657,0.9074515,0.1899214,0.5027489,0.7490656,0.4331424,0.5028154,0.5959889,0.5469216,0.4332102,0.6863081,0.3412592,0.7048234,0.5678972,0.6618271,0.7344517,0.7616128,0.246621,0.4381561,0.3931481,0.3372003,0.7416071,0.1914136
0.6053381,0.4860025,0.5057267,0.8249795,0.8176649,0.1168957,0.6486103,0.2325442,0.6096931,0.3288884,0.5558648,0.1858059,0.8064457,0.6410589,0.5336589,0.6834044,0.5786504,0.6570078,0.2443989,0.6303026,0.3457534,0.6720372,0.6126413,0.3987249,0.6265906,0.5813352
0.5255462,0.5304329,0.3569292,0.1694729,0.4959809,0.9304293,0.785331,0.4330553,0.6025916,0.4121822,0.3946599,0.4953855,0.6267055,0.6244566,0.4536183,0.2972192,0.5660676,0.4138079,0.42118,0.3798785,0.7761944,0.2254068,0.2678067,0.5049372,0.2206616,0.6251928
0.5167686,0.5460892,0.4703613,0.9719988,0.1934174,0.5938156,0.7394351,0.7711024,0.5036673,0.7827476,0.3330095,0.730246,0.1720963,0.582371,0.7939432,0.7245468,0.1872539,0.4486832,0.6134378,0.3007654,0.6145154,0.2790997,0.7768004,0.3673261,0.238634,0.5357324
0.571296,0.6014138,0.4708671,0.8257342,0.7484739,0.1342041,0.4556503,0.6245978,0.3103387,0.7185347,0.6916507,0.5089052,0.6243606,0.4277305,0.5060334,0.2294891,0.2864755,0.4431683,0.2473741,0.5020586,0.4439438,0.5068426,0.6765316,0.5637275,0.6153029,0.7392156
0.5326996,0.4634372,0.3243181,0.1230433,0.1351615,0.299908,0.4627534,0.2986295,0.7777842,0.2207851,0.4462154,0.6102467,0.5717102,0.3291099,0.4862064,0.5218353,0.2745132,0.4170563,0.356144,0.4184535,0.3475818,0.6093642,0.2913678,0.5449445,0.4696677,0.2025546
0.4164822,0.5922421,0.5266104,0.1154691,0.4262999,0.7674296,0.4258428,0.2847992,0.2084392,0.311793,0.6789454,0.3571889,0.3666189,0.4629544,0.7696512,0.7695733,0.4335518,0.7228571,0.2803282,0.6275519,0.7228853,0.1965786,0.7379608,0.2885079,0.3726337,0.6616146
0.4915822,0.5914323,0.4883919,0.1201686,0.5975111,0.4863304,0.5010577,0.4392213,0.5754964,0.6667075,0.4132162,0.4425914,0.7384174,0.299769,0.6591925,0.5060501,0.6777988,0.7092775,0.4872936,0.2389435,0.6018629,0.5001546,0.544972,0.2286159,0.7760774,0.3745189
0.5001656,0.5106377,0.5989019,0.09108232,0.1147712,0.02074619,0.3198133,0.3032825,0.779528,0.4103801,0.6014767,0.7456966,0.3406966,0.4755892,0.2314631,0.5686532,0.4952196,0.3607124,0.3972654,0.7834615,0.2724809,0.7714678,0.6688962,0.7099339,0.3653782,0.5420855
0.5317547,0.4912839,0.495322,0.9698616,0.1122859,0.4684038,0.3817496,0.3972345,0.7005391,0.4035933,0.6337129,0.7240142,0.4490203,0.2674923,0.5746075,0.6028113,0.7524281,0.1726127,0.5738245,0.3058367,0.5392758,0.5526549,0.7122965,0.4712048,0.5880181,0.6358123
0.4653296,0.5491768,0.3342145,0.9765737,0.9810077,0.1756849,0.4979552,0.543306,0.3549412,0.7514938,0.7040529,0.4321537,0.6794397,0.3687089,0.3545414,0.6277131,0.5210886,0.3022736,0.3270178,0.6375614,0.6154194,0.3533538,0.4525407,0.7826188,0.2833874,0.2493358
0.4173132,0.5170215,0.3430951,0.1648743,0.9026626,0.5169884,0.5508378,0.1851124,0.6908,0.2886871,0.7226688,0.6038739,0.6892055,0.7647778,0.3357285,0.3915324,0.6790169,0.3402641,0.5884592,0.7512134,0.466203,0.3675687,0.5011685,0.5205346,0.616641,0.7380836
0.503117,0.4719793,0.4987,0.03081095,0.344384,0.3045384,0.5364091,0.5846388,0.6014775,0.4153582,0.6161572,0.727713,0.5887964,0.7456312,0.2450185,0.5479298,0.4465451,0.8161771,0.5011314,0.4470486,0.4279467,0.3508165,0.6839231,0.5501413,0.7538761,0.3022455
0.4119922,0.5449607,0.5549431,0.8692207,0.2939568,0.2424742,0.3694367,0.5900685,0.4138135,0.6379647,0.7693366,0.5528247,0.6235461,0.5755167,0.4398117,0.659091,0.2181453,0.517808,0.5677006,0.6347448,0.4063962,0.6620229,0.4229703,0.4040971,0.6923925,0.4357745
0.4673521,0.4928957,0.5111095,0.9757923,0.7356087,0.3097913,0.6708312,0.717416,0.1908299,0.3568764,0.5760789,0.2210472,0.2211088,0.6993757,0.2894615,0.7440199,0.5105583,0.3928345,0.3965275,0.7558256,0.6197663,0.5163884,0.7804184,0.2918122,0.3379907,0.42579
0.5126666,0.5989112,0.6058358,0.02409495,0.8725628,0.7070417,0.326468,0.5006213,0.3206888,0.4964615,0.7489462,0.4536616,0.5063924,0.6564719,0.364388,0.3413269,0.7543598,0.2684727,0.6240516,0.6198232,0.4658659,0.4804303,0.4779363,0.2653587,0.3919179,0.5304794
0.4445674,0.5323378,0.4739273,0.8891184,0.3071766,0.1538355,0.518201,0.582697,0.3508373,0.1899186,0.6071714,0.1785414,0.5503184,0.5393127,0.722667,0.3968192,0.4509086,0.4985507,0.8199897,0.5847964,0.4598951,0.6815257,0.3656449,0.7784579,0.4436736,0.4039596
0.4718817,0.474831,0.4401881,0.8819227,0.9733835,0.3760807,0.6383728,0.4482981,0.5906829,0.1869439,0.7792938,0.2931927,0.4430327,0.3818696,0.3162153,0.6692731,0.7759153,0.3324604,0.2081672,0.7317456,0.3725779,0.6523883,0.4284902,0.5063465,0.3458619,0.3428399
0.5718525,0.4810907,0.5468377,0.9914998,0.1941522,0.003605476,0.6809661,0.8126386,0.5248519,0.5056401,0.1988586,0.2218273,0.4136759,0.4870751,0.4688358,0.2795791,0.3374039,0.6182535,0.3725516,0.6524571,0.268899,0.7453541,0.720684,0.5962042,0.472975,0.4525454
0.4414877,0.4765463,0.5156375,0.8204542,0.5748557,0.1403234,0.34749,0.5192552,0.4058808,0.623759,0.2099094,0.4427647,0.5260693,0.2693746,0.619064,0.4522573,0.2192839,0.3401784,0.765965,0.3213093,0.759455,0.3767687,0.4085311,0.6545037,0.4297785,0.5543671
0.5201151,0.4710917,0.4501407,0.922847,0.09198461,0.05430636,0.6691691,0.5962113,0.6343074,0.2219681,0.4177629,0.2935186,0.7020141,0.3358761,0.6127201,0.3413362,0.3124695,0.4264849,0.3501737,0.5796656,0.254912,0.2199844,0.5648351,0.6517912,0.3240839,0.4786631
