I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
0.4719336,0.620339,0.5635223,0.1697796,0.05189001,0.406027,0.391718,0.3846147,0.6611177,0.5436763,0.7230604,0.5269622,0.7621483,0.5235013,0.6106123,0.5432764,0.5503324,0.2037405,0.6859931,0.2207708,0.2201013,0.2674804,0.7313942,0.2441078,0.2665662,0.4140843
0.5195224,0.4456775,0.4607662,0.02386691,0.6722247,0.6481076,0.6197545,0.2528589,0.5898136,0.2391728,0.4009211,0.502547,0.3877796,0.6495082,0.4225089,0.4145742,0.6401798,0.5182967,0.8297145,0.1800399,0.3697531,0.5151644,0.6729189,0.3195243,0.5527145,0.3895095
0.4219158,0.5683063,0.6061593,0.9547892,0.2798153,0.8855667,0.4719951,0.3131002,0.6428441,0.7039557,0.6787271,0.7008447,0.6983885,0.3399414,0.5057265,0.2652154,0.3963818,0.7722491,0.5058703,0.5668089,0.7158946,0.3132523,0.6357744,0.6146601,0.4453247,0.6092499
0.599663,0.4426878,0.442479,0.01847804,0.4408633,0.7283819,0.7286476,0.3529993,0.597904,0.2363007,0.7840807,0.6343076,0.3611082,0.6350286,0.3371361,0.6581039,0.6521369,0.2405848,0.3138307,0.3578839,0.2919823,0.6560995,0.3723808,0.8158824,0.5088695,0.3427569
0.4977039,0.4890752,0.5220973,0.02403441,0.1355522,0.07580929,0.5795412,0.3624864,0.7056881,0.3286753,0.6076955,0.5552197,0.8092394,0.798525,0.3865863,0.5278917,0.4037261,0.5228482,0.5186625,0.4952195,0.322331,0.8254222,0.3415399,0.6584989,0.4547799,0.6433885
0.5194824,0.5852755,0.5275632,0.08946125,0.1492315,0.8987349,0.5375675,0.7701011,0.7791746,0.5843347,0.8407656,0.4362331,0.7126411,0.4203794,0.7442723,0.6045765,0.6409131,0.7391979,0.3412045,0.7124578,0.6606833,0.5550254,0.4808204,0.6872503,0.4944997,0.4794272
0.556783,0.5247437,0.502853,0.02660506,0.6478011,0.1608136,0.1848669,0.6676393,0.5505133,0.3509224,0.167852,0.759078,0.5464867,0.4147408,0.5965372,0.4545156,0.7694929,0.2433712,0.727743,0.3064296,0.2869996,0.5315943,0.2859426,0.5430042,0.1672907,0.3528177
0.5385287,0.6212986,0.3813927,0.152695,0.490233,0.126022,0.8152806,0.2929654,0.4317489,0.3058247,0.5789918,0.220434,0.614239,0.2401944,0.7233429,0.3883781,0.6782069,0.4401489,0.416195,0.8036976,0.4340375,0.337925,0.3906253,0.7394024,0.4807646,0.4501364
0.4462362,0.4985046,0.4727817,0.03590355,0.6288664,0.387969,0.3061439,0.5655994,0.4897099,0.8244077,0.4728355,0.7764794,0.6955907,0.5187393,0.4933527,0.5271302,0.3404062,0.7566022,0.2822346,0.7033787,0.4181673,0.5262775,0.4650499,0.4388863,0.3395053,0.6688954
0.4854154,0.5452912,0.4114982,0.1356166,0.3398734,0.04493586,0.230998,0.6320604,0.3550378,0.3157296,0.7695669,0.7872004,0.5698157,0.3875626,0.780264,0.3208624,0.5632419,0.6153657,0.6475267,0.2992095,0.4841412,0.3956707,0.5381798,0.2803803,0.5384281,0.293085
0.4675188,0.5827411,0.4304055,0.1183838,0.1686838,0.1874618,0.5841033,0.5123689,0.1994694,0.6363844,0.1992912,0.4018524,0.3164587,0.7481205,0.6492445,0.1708924,0.4606796,0.4586357,0.8388476,0.7012208,0.2886664,0.8105963,0.3355507,0.8336399,0.6768347,0.173236
0.4567112,0.6249365,0.4929523,0.1183693,0.988363,0.972286,0.3994302,0.5903419,0.2230012,0.2046977,0.4997273,0.7871032,0.3284891,0.2357297,0.1909389,0.7897921,0.4287683,0.4821668,0.2997716,0.2019879,0.4708294,0.1857217,0.5615893,0.6927072,0.3459559,0.5211335
0.4879245,0.3919781,0.314107,0.9881505,0.3235466,0.9608517,0.2336477,0.7628988,0.214601,0.6158413,0.8257128,0.4777731,0.3481326,0.7693288,0.4713775,0.6452932,0.6708332,0.6235257,0.466976,0.7551448,0.3481647,0.4273265,0.5073333,0.4791805,0.2296413,0.7350063
0.4122016,0.4553276,0.5905986,0.1012396,0.078412,0.9888249,0.5661793,0.6423555,0.6013218,0.5688233,0.2081665,0.5660638,0.5485109,0.6368007,0.5326766,0.6621306,0.3577313,0.3044891,0.676781,0.569904,0.7762186,0.261388,0.5970589,0.356625,0.7165905,0.679361
0.549922,0.5613778,0.4951901,0.9665794,0.09801651,0.07263571,0.5656869,0.6144194,0.5230011,0.5192828,0.6088322,0.5250816,0.6114148,0.2724695,0.6892144,0.3031069,0.4732515,0.2348262,0.6546072,0.529879,0.3782847,0.7089013,0.3295066,0.6566178,0.3073026,0.3336152
0.5293827,0.5797961,0.5026436,0.9002921,0.9132012,0.2655523,0.322327,0.3212276,0.7838623,0.4117906,0.1769218,0.6622217,0.6417724,0.5842119,0.7979676,0.4866541,0.1745569,0.529866,0.169908,0.7637251,0.2662392,0.5214637,0.6132542,0.4766789,0.6940228,0.5891635
0.5942295,0.5153032,0.4755936,0.1139748,0.1129138,0.005324518,0.4014884,0.3479804,0.7026537,0.5784677,0.3961121,0.2125592,0.3880034,0.4460105,0.3133481,0.5827177,0.2737035,0.4348486,0.4690975,0.6779725,0.3515538,0.4111902,0.5373963,0.3975462,0.7599075,0.7136382
0.5314565,0.5507116,0.3896597,0.9777383,0.01652448,0.9409413,0.5040547,0.4589155,0.516753,0.6523777,0.3758919,0.6211409,0.1923502,0.5683014,0.28512,0.2670971,0.5745214,0.4445957,0.3829151,0.3898778,0.5546936,0.7518273,0.4950886,0.546959,0.3965463,0.4149657
0.4551874,0.5620891,0.505717,0.875509,0.1096078,0.1229746,0.7480842,0.3328613,0.4047201,0.661244,0.2589913,0.2971101,0.4792407,0.6971068,0.4268748,0.4561879,0.2508333,0.764473,0.3828969,0.6786734,0.2652323,0.2538944,0.6316792,0.4596591,0.5865665,0.5302875
0.5452268,0.4696268,0.5506939,0.9505027,0.501187,0.5735267,0.4945248,0.7340516,0.4531003,0.3129894,0.603778,0.5391287,0.4145221,0.3182615,0.6317244,0.4080496,0.6083099,0.3581592,0.5209737,0.3045715,0.472967,0.2971211,0.3539087,0.2252588,0.3753012,0.7101372
0.5760841,0.532472,0.5198839,0.9446723,0.09533978,0.3876734,0.2668533,0.5757234,0.5708342,0.6239097,0.6818896,0.302813,0.5300614,0.4259131,0.4308261,0.5188002,0.7402192,0.3883453,0.5745411,0.5025914,0.5764227,0.4679486,0.4949342,0.469599,0.5384346,0.3179167
0.5873325,0.5197124,0.4491147,0.8428401,0.05825286,0.8372469,0.4443148,0.5751176,0.5628958,0.3971325,0.5730518,0.3246861,0.6376434,0.6231731,0.7039782,0.7789322,0.6602513,0.7419484,0.263044,0.5224972,0.4638461,0.5506558,0.6175095,0.4578679,0.5493981,0.5137221
0.4840367,0.5661408,0.6073247,0.04987489,0.5504672,0.1462658,0.20268,0.338032,0.6353008,0.2048247,0.5232821,0.3307135,0.2150494,0.506769,0.5917258,0.8048578,0.1930719,0.3389649,0.2762461,0.2989919,0.5458652,0.5331525,0.5741344,0.61706,0.357737,0.5466512
0.4718474,0.6010351,0.5771964,0.1318949,0.5153857,0.458412,0.6750041,0.3250693,0.2143738,0.5284871,0.5963958,0.3630525,0.248275,0.2380527,0.5249682,0.3536514,0.6962473,0.4593445,0.6649868,0.3849428,0.4772219,0.5061255,0.3763476,0.6012292,0.6959441,0.4500932
0.4821676,0.6047414,0.5451887,0.1323781,0.5253831,0.1774091,0.6321264,0.4708651,0.3730812,0.6726039,0.2175139,0.6566136,0.3103471,0.520713,0.4421733,0.4760848,0.3158894,0.7264198,0.2501623,0.5675464,0.3880561,0.4476787,0.5994256,0.4142326,0.7778922,0.5556723
0.53108,0.4718214,0.5232824,0.04784067,0.8610322,0.3238704,0.6716858,0.5442425,0.5366054,0.5467048,0.3794403,0.6765683,0.6163845,0.5085051,0.7462018,0.3209155,0.7498433,0.2645544,0.3964242,0.3484592,0.4427936,0.663833,0.4419934,0.4016414,0.532517,0.2761416
0.5382349,0.5472146,0.3646315,0.992559,0.3441078,0.9433788,0.3461487,0.7683216,0.2298787,0.6051279,0.541619,0.7826812,0.6403643,0.3960884,0.5490618,0.4569928,0.5802311,0.5277482,0.6341239,0.6822422,0.5724995,0.1799333,0.5369129,0.2690295,0.4821535,0.4464281
0.5058008,0.487804,0.460216,0.05666861,0.9468697,0.09885941,0.6082035,0.4420813,0.5932985,0.3245218,0.6419176,0.4490365,0.5887064,0.3251975,0.6623639,0.4712116,0.6720793,0.6000451,0.4193449,0.6953933,0.2493949,0.7026602,0.3083241,0.5753531,0.3124514,0.3734761
0.5654804,0.6107,0.5130438,0.07291731,0.6677365,0.4853541,0.7579911,0.7326117,0.6066694,0.5753089,0.5131854,0.3939525,0.2661611,0.2586835,0.7098523,0.377019,0.6360325,0.3991482,0.3356916,0.7166222,0.6315934,0.2102444,0.7762352,0.4121224,0.6672556,0.2317118
0.5489972,0.5315858,0.4013742,0.7721894,0.4794599,0.4749244,0.5814797,0.5410265,0.7238315,0.4823187,0.470052,0.5402898,0.5857884,0.3261066,0.4897448,0.3769992,0.6372595,0.2673522,0.415734,0.3943202,0.5111806,0.6674766,0.2644516,0.484917,0.6781255,0.4085952
0.5905775,0.5394276,0.4042986,0.9305033,0.7286063,0.8057058,0.7571488,0.372005,0.3755622,0.55674,0.4219163,0.5351967,0.6910612,0.3743675,0.7249961,0.4114127,0.5815261,0.608977,0.6483593,0.5751082,0.3319741,0.6717103,0.3830815,0.5646837,0.3694729,0.3466452
0.4865915,0.5297583,0.43318,0.9751977,0.899375,0.85742,0.2987295,0.8358996,0.7324982,0.5657617,0.3305207,0.3250413,0.517593,0.4173018,0.1970816,0.8304599,0.5726084,0.388096,0.2621561,0.5310109,0.3216008,0.8285651,0.6852819,0.1597516,0.4417428,0.521474
0.5024784,0.6287844,0.4455393,0.9142768,0.6432006,0.9982199,0.7764359,0.2978444,0.2626722,0.3438458,0.4605826,0.6866705,0.6871529,0.5626098,0.6995928,0.2399864,0.266506,0.7029165,0.4184171,0.618387,0.7526447,0.281826,0.1996542,0.5806435,0.4594938,0.5161916
0.4972667,0.5200064,0.5879968,0.9450961,0.116722,0.5522515,0.5484846,0.3784527,0.3982473,0.560552,0.6040906,0.645013,0.5130643,0.367137,0.7154115,0.7868084,0.3222644,0.7206358,0.4201595,0.5933416,0.7230364,0.5903569,0.353152,0.5699435,0.4615584,0.4925269
0.4617631,0.5948434,0.5688267,0.9530705,0.4087553,0.7380361,0.4270908,0.2646868,0.5871329,0.5737757,0.445399,0.5224966,0.3774184,0.520153,0.2659413,0.7339541,0.4534117,0.2843207,0.5209547,0.2319432,0.4944832,0.2256827,0.2303065,0.6064325,0.7080994,0.6898125
0.5263084,0.4674216,0.5040804,0.06761985,0.7189865,0.6960377,0.5278751,0.3260644,0.7121099,0.6947171,0.3628912,0.6408993,0.2917515,0.2297888,0.5146661,0.33178,0.4193787,0.1858774,0.3247987,0.5859355,0.4185076,0.5968761,0.3210593,0.624663,0.3437878,0.3873046
0.4942288,0.5179545,0.4675279,0.924627,0.5566334,0.08865169,0.7365245,0.404027,0.5940793,0.5440891,0.4358953,0.3238235,0.6172112,0.4240328,0.6560411,0.4179961,0.7716786,0.6648998,0.6896738,0.4679931,0.3838415,0.7178159,0.3079828,0.5783883,0.4291112,0.4747489
0.4146946,0.5505561,0.5773435,0.8700014,0.600621,0.686624,0.4600471,0.4669326,0.3007435,0.3176404,0.746015,0.3352325,0.3278643,0.5081879,0.3323638,0.7599906,0.5084407,0.5970887,0.3421578,0.5845635,0.4250726,0.6985749,0.5482357,0.4910839,0.4733798,0.6674852
0.4814744,0.6180229,0.5220045,0.1851342,0.3280609,0.664678,0.678558,0.3722341,0.4835486,0.2682966,0.498277,0.4304517,0.7724689,0.7649278,0.3699955,0.7733936,0.3166509,0.472324,0.5625356,0.3151655,0.4705031,0.7255364,0.386697,0.3656589,0.5011619,0.4940001
0.4537351,0.5013603,0.4638397,0.1072175,0.002012782,0.4184422,0.5948879,0.7549061,0.5415922,0.5989416,0.6297185,0.2514804,0.6233384,0.4961876,0.620645,0.4747895,0.7028711,0.3120016,0.7097368,0.5636945,0.2791743,0.6703978,0.7028805,0.753589,0.6060677,0.3509395
0.3969925,0.4774382,0.5146719,0.09743989,0.6302711,0.5786539,0.7283139,0.3071352,0.2684632,0.6705433,0.3049383,0.7867265,0.499846,0.6479311,0.672805,0.3398425,0.7457587,0.5705206,0.3007558,0.2677669,0.4432918,0.1982156,0.5853081,0.4714507,0.6142835,0.3495022
0.5073705,0.4952405,0.5498013,0.9289126,0.1763907,0.5798448,0.2487129,0.3251997,0.239056,0.7740601,0.5808402,0.5249187,0.5208254,0.4670019,0.5770399,0.3066129,0.703164,0.4719814,0.7589346,0.6237641,0.65864,0.6385332,0.3795614,0.4642864,0.6185652,0.5947154
0.4836087,0.5864015,0.4595796,0.09936459,0.6148787,0.9544853,0.3261775,0.2031843,0.4773715,0.4532918,0.7945014,0.4054669,0.7014755,0.3607738,0.5812835,0.2406482,0.5517802,0.5535948,0.6960478,0.7786483,0.4564978,0.5466099,0.7210391,0.2400593,0.5097627,0.4745889
0.5413373,0.5425128,0.481078,0.1391184,0.4426866,0.2738168,0.6755189,0.3826341,0.1509456,0.7216139,0.6341609,0.4748324,0.6799774,0.2951497,0.2979269,0.4267021,0.1730112,0.3828384,0.4794036,0.7780861,0.3450872,0.6664574,0.5582243,0.5638337,0.7040725,0.5834428
0.4230709,0.4927716,0.5061253,0.02514638,0.8167382,0.5941929,0.3155773,0.570727,0.4718759,0.7118384,0.3671634,0.603502,0.5868859,0.3651781,0.541718,0.3484351,0.5579764,0.251879,0.5563723,0.2375367,0.1863844,0.6354535,0.6679754,0.6250569,0.5959065,0.4575345
0.5640248,0.4902143,0.5156749,0.03710296,0.3978348,0.1622757,0.7293631,0.5002412,0.4753571,0.2377806,0.5167986,0.807698,0.4952747,0.4780212,0.6800382,0.3015424,0.729521,0.1687969,0.4471031,0.5281142,0.6629237,0.6912656,0.5088187,0.2873439,0.7833701,0.4191462
0.4710691,0.4462919,0.4563741,0.08902211,0.4816028,0.8119072,0.2653449,0.4818918,0.5019917,0.3083775,0.6692958,0.3645949,0.4901361,0.3134043,0.438321,0.2936171,0.2425162,0.7777619,0.6239281,0.5486754,0.5441324,0.233559,0.4839236,0.2431691,0.2493077,0.7824729
0.4831923,0.5169134,0.4705112,0.8898157,0.1186975,0.3408897,0.8272047,0.3668438,0.5958333,0.666831,0.1801099,0.4480648,0.4057686,0.5735629,0.3772148,0.72232,0.2022669,0.2930403,0.6077093,0.6022336,0.3419939,0.6879842,0.6814924,0.8038512,0.3576462,0.2815649
0.4035345,0.4961577,0.5788189,0.886057,0.1120905,0.2430456,0.3289953,0.7946423,0.5208721,0.5786131,0.7620534,0.5187658,0.3381611,0.6432171,0.5096301,0.5177572,0.3702026,0.5639731,0.2033357,0.3101128,0.6054513,0.7203304,0.5819291,0.4968138,0.7813811,0.2366926
0.4252444,0.5671653,0.5240799,0.8186418,0.05990522,0.616332,0.399046,0.4997648,0.4510702,0.6055562,0.5039601,0.7297824,0.5559025,0.6889257,0.3211202,0.3586859,0.5032067,0.2319718,0.7417985,0.3485628,0.4985238,0.4596709,0.590463,0.2848236,0.5895337,0.5285545
0.4982182,0.5529338,0.496444,0.972112,0.6488026,0.8017192,0.7807072,0.597062,0.375022,0.8454522,0.354692,0.5290663,0.4107065,0.6133643,0.3622169,0.635215,0.4379916,0.8035069,0.4271497,0.4412308,0.8291318,0.4057873,0.4678818,0.185062,0.3611567,0.814305
0.462088,0.5323965,0.5570874,0.9007616,0.9369788,0.993426,0.5276887,0.6410119,0.4393816,0.2921761,0.6336704,0.6082509,0.4351132,0.5318227,0.2791613,0.5477765,0.5287947,0.747447,0.4092212,0.5665115,0.2277088,0.622772,0.7892105,0.7546173,0.7836503,0.6092596
0.5373715,0.5955005,0.4761383,0.1560718,0.2454198,0.3633585,0.1796633,0.3191303,0.3327185,0.770945,0.3451086,0.5444903,0.6603612,0.4312074,0.3970878,0.4488263,0.183768,0.3410446,0.2674675,0.2310925,0.7635108,0.2131511,0.4521645,0.3019622,0.5830497,0.4685793
0.4158046,0.493234,0.5080916,0.8875943,0.5867625,0.03607252,0.7314652,0.7631123,0.3218055,0.7339805,0.4245512,0.512624,0.6031539,0.509281,0.2052517,0.5260447,0.2749265,0.3921973,0.6564422,0.5994041,0.3141402,0.7237153,0.3406821,0.4338272,0.5999954,0.726247
0.4928081,0.5276234,0.4933461,0.932933,0.122417,0.1583844,0.7094147,0.731187,0.7693706,0.5615197,0.4766075,0.6398948,0.3974843,0.7849179,0.7074799,0.3577857,0.7853137,0.3657769,0.6403069,0.4812132,0.7323104,0.3701741,0.4661779,0.6276522,0.2631619,0.4081321
0.5565467,0.4797523,0.5106669,0.1393165,0.0874569,0.2634321,0.7057515,0.2538813,0.7483395,0.3595164,0.4671519,0.4903499,0.4446752,0.7371359,0.5121902,0.6509466,0.4713698,0.5514234,0.244582,0.6566096,0.400873,0.4878131,0.5009682,0.4291312,0.4945567,0.7735573
0.619021,0.5234993,0.574448,0.05044779,0.2850069,0.904909,0.4114477,0.3164494,0.5630419,0.413359,0.2358541,0.4333085,0.359554,0.6497036,0.3339435,0.6368371,0.6456928,0.582551,0.6084471,0.3484698,0.5996943,0.2857911,0.6442732,0.4097263,0.654864,0.439054
0.4493447,0.5013986,0.4634124,0.04879989,0.1902658,0.2567911,0.4802487,0.7217139,0.6247731,0.3376167,0.3008481,0.7113259,0.7615042,0.34908,0.7575092,0.5051678,0.7498789,0.5260032,0.6079734,0.347234,0.3592729,0.282576,0.797955,0.2631379,0.4473809,0.6062044
0.5613306,0.5365802,0.4876231,0.01028742,0.6595692,0.06960893,0.5131624,0.5048652,0.364958,0.3322774,0.5436301,0.4407745,0.3248915,0.6682855,0.18526,0.779946,0.2807835,0.2569092,0.2724497,0.7022076,0.6990416,0.4169039,0.4642594,0.6971931,0.7808905,0.4204864
0.4765711,0.5470997,0.6501249,0.0191753,0.5514036,0.577401,0.4071437,0.7189972,0.496269,0.3459257,0.760423,0.4011739,0.503348,0.3016058,0.5437577,0.2573188,0.5449558,0.3429374,0.5221418,0.3376951,0.3166372,0.6472157,0.4204045,0.2710584,0.4173329,0.3824666
0.5427405,0.4084913,0.4509238,0.8800061,0.3163312,0.503731,0.6381561,0.3789581,0.6801172,0.4998405,0.6602586,0.3685918,0.3306733,0.4247043,0.7480444,0.283213,0.405978,0.3539818,0.6553916,0.4763581,0.5084482,0.402848,0.477355,0.5473672,0.545498,0.6488324
0.5040898,0.4459376,0.5122696,0.8522425,0.8194682,0.49134,0.6309983,0.7164834,0.2818003,0.4687629,0.6126887,0.3074957,0.3286501,0.7410878,0.2638689,0.620253,0.3890389,0.6496714,0.5793319,0.5481949,0.4671903,0.6994151,0.2424014,0.3887101,0.5738436,0.5077433
0.4944254,0.5351036,0.4413618,0.9556218,0.2344496,0.7503701,0.2881917,0.2658528,0.3341524,0.4713136,0.6584165,0.596878,0.4217866,0.7663826,0.3743589,0.680707,0.7010933,0.3077301,0.3632086,0.6953257,0.3827359,0.4943672,0.545782,0.517039,0.5416382,0.79122
0.5640132,0.5056137,0.4938572,0.9261306,0.4781259,0.4518157,0.5816771,0.4969324,0.5477644,0.4725908,0.3447447,0.3770465,0.6249726,0.5174261,0.7748516,0.4141393,0.7060273,0.726306,0.2379969,0.2807212,0.4439448,0.4247526,0.4155986,0.3817154,0.4755387,0.3066076
0.4899687,0.5422065,0.481434,0.9971743,0.3357342,0.9789798,0.2749389,0.4414985,0.7311872,0.3890905,0.6580107,0.6172878,0.7499804,0.6541159,0.3809257,0.7731573,0.2733747,0.2248583,0.5616536,0.6666473,0.409124,0.6202748,0.505425,0.74021,0.3486116,0.4119563
0.4498019,0.5636075,0.4819551,0.7932663,0.4836679,0.8564057,0.505617,0.4223185,0.3989074,0.3673347,0.2862657,0.5807421,0.4329636,0.6716823,0.517934,0.5869638,0.3565722,0.5089882,0.5208877,0.5826186,0.3591774,0.7102288,0.5199338,0.4751743,0.4583918,0.445265
0.5448174,0.4867127,0.465265,0.9677658,0.8033702,0.8075714,0.4560028,0.5841745,0.1918314,0.4445344,0.6915184,0.6248354,0.2979561,0.7202167,0.3173178,0.4277737,0.4453637,0.404957,0.3112198,0.2242573,0.4439459,0.5620573,0.7928596,0.3774191,0.47181,0.7490565
0.4906167,0.4225173,0.3599192,0.9144269,0.3804934,0.7944604,0.698113,0.3106042,0.6338112,0.4774,0.4103061,0.1991462,0.3859358,0.622822,0.4742208,0.5080695,0.381615,0.4050571,0.2826628,0.6776859,0.5691232,0.510626,0.4528356,0.6144559,0.5028813,0.4332271
0.5019549,0.6429642,0.4631725,0.9860225,0.9107433,0.8135635,0.6259634,0.2087815,0.4570188,0.449489,0.440717,0.6816457,0.3128957,0.8148705,0.6367572,0.3272705,0.4448765,0.6074777,0.336918,0.3475313,0.7697575,0.7919863,0.360424,0.3198137,0.4481352,0.2455457
0.5969774,0.4980593,0.4348218,0.04541679,0.1048812,0.9779087,0.3721793,0.173503,0.2846287,0.7884243,0.6489062,0.3205564,0.6932938,0.5167265,0.1704362,0.5325903,0.5224159,0.531923,0.2005249,0.7311106,0.4724278,0.3639313,0.5587157,0.3259613,0.6977776,0.766979
0.551194,0.4808588,0.5040309,0.9551745,0.6393028,0.9018237,0.6464057,0.6593275,0.2346168,0.2806752,0.5058295,0.6482649,0.2665444,0.3312353,0.7283007,0.2197887,0.4767025,0.373256,0.5973294,0.3480659,0.3911151,0.5903678,0.2285488,0.4610405,0.232438,0.2528118
0.4176245,0.465926,0.4925665,0.09940632,0.5610395,0.6782832,0.4713653,0.5241655,0.3252439,0.3876639,0.4160469,0.6215889,0.4357514,0.59535,0.405943,0.6895342,0.4356832,0.5843461,0.4749714,0.7006518,0.4875754,0.3688912,0.3879775,0.4715442,0.4457539,0.7812383
0.4603084,0.5890779,0.450028,0.846982,0.9758224,0.8799675,0.7741512,0.3884523,0.3715506,0.5549942,0.2286557,0.7349063,0.6092425,0.3720547,0.435181,0.7215058,0.5790994,0.779568,0.4609478,0.8021225,0.2302712,0.7833647,0.6862028,0.5721216,0.5132973,0.5912427
0.4364747,0.4684867,0.4852426,0.9948032,0.2584893,0.9287093,0.8101634,0.7499926,0.3770661,0.7824225,0.7525111,0.5325812,0.2449072,0.6860134,0.337215,0.6531733,0.7073629,0.4665812,0.764414,0.5774018,0.7037676,0.8330572,0.4367961,0.2660668,0.7158219,0.5377056
0.3903354,0.7240398,0.5715017,0.03612221,0.5623158,0.9405869,0.3651787,0.709154,0.4988818,0.5170669,0.6694263,0.4091099,0.519394,0.3123221,0.5412054,0.5362457,0.6072482,0.7485667,0.4144879,0.4380282,0.3696108,0.4300839,0.3313353,0.2724824,0.3408985,0.6108904
0.4453375,0.537307,0.5289323,0.1378846,0.6011494,0.3036259,0.7702132,0.2707371,0.7117339,0.2277136,0.339368,0.5111112,0.3725843,0.5005869,0.242308,0.2868094,0.2596498,0.2912824,0.6781498,0.3151972,0.6310613,0.8193269,0.5261435,0.2866997,0.6907752,0.5104877
0.6640565,0.4472556,0.4342327,0.1506421,0.727683,0.2635369,0.7536089,0.3646816,0.3635631,0.4027067,0.5905795,0.2459065,0.5537152,0.3935899,0.4530274,0.573787,0.2203345,0.4524868,0.3165694,0.3245399,0.2529763,0.6533711,0.7941608,0.3016021,0.4983165,0.5321663
0.3514568,0.4158732,0.4793535,0.9046262,0.6796125,0.4811342,0.3983206,0.5580674,0.5460674,0.7135686,0.7121454,0.2558549,0.2946684,0.6421925,0.2780346,0.5007459,0.5309619,0.5135086,0.6176941,0.4854594,0.5027577,0.6223192,0.4099505,0.6431132,0.6888427,0.4454055
0.4840559,0.5031921,0.5966069,0.8230633,0.4962423,0.07903989,0.4507165,0.4157498,0.2143621,0.4298739,0.2887398,0.6774437,0.7425366,0.3877772,0.6526089,0.2365621,0.3996757,0.524579,0.2873037,0.7387477,0.6562914,0.2605782,0.4575551,0.301267,0.7680675,0.6890387
0.4768956,0.4520062,0.6225101,0.009952904,0.6944289,0.9146886,0.6812727,0.630882,0.3296762,0.7127129,0.495554,0.7076317,0.4956365,0.2822267,0.558399,0.5020022,0.6962568,0.4628217,0.7642311,0.2690087,0.6931256,0.2957229,0.6225525,0.4097376,0.6837681,0.7117471
0.4833973,0.5767621,0.5276713,0.9260461,0.2731556,0.552473,0.3008876,0.5656919,0.4914637,0.5246456,0.3907183,0.2440721,0.3422555,0.7708722,0.6374812,0.2877968,0.2342529,0.5144451,0.4192702,0.6929561,0.5026333,0.6315219,0.7232985,0.2976791,0.3001773,0.5478106
0.4547338,0.5054263,0.5859024,0.05817707,0.2595539,0.7477438,0.6634089,0.4334078,0.6745429,0.6824329,0.2589854,0.3380092,0.6143867,0.7996729,0.395211,0.5831575,0.4294796,0.6846514,0.5242764,0.3278993,0.8009494,0.5124714,0.192564,0.6499642,0.3148497,0.3956339
0.5247176,0.5522903,0.4503743,0.09314509,0.2470164,0.3919696,0.8136668,0.2618584,0.5500199,0.7412892,0.3623058,0.3143914,0.7449265,0.6561931,0.3054267,0.7260602,0.2169504,0.5208063,0.2115334,0.3343675,0.7448593,0.454394,0.6951706,0.7747367,0.5117059,0.2765232
0.4286847,0.5958772,0.4731929,0.04376892,0.3872853,0.1680201,0.4159447,0.5944802,0.5322369,0.4265359,0.3181506,0.4813643,0.6095585,0.7810841,0.2654886,0.5739518,0.3389802,0.5244316,0.4715738,0.5388438,0.2772838,0.5847782,0.4408202,0.8284298,0.3754343,0.4223843
0.573173,0.4292477,0.5691953,0.06149875,0.125931,0.8555539,0.5692015,0.7640363,0.6821427,0.6769803,0.524543,0.7121727,0.70704,0.3519747,0.4242561,0.6973998,0.7066656,0.2880652,0.5912534,0.3806624,0.4582873,0.6497316,0.3464339,0.4035879,0.2576471,0.698494
0.3891071,0.3863955,0.5189457,0.9904273,0.5294106,0.8886191,0.3160588,0.4163481,0.7363861,0.1829747,0.7990393,0.4990838,0.3456563,0.3274173,0.6057157,0.4356833,0.3911581,0.1904811,0.5076765,0.8020558,0.5373467,0.1771576,0.4899801,0.3506925,0.2031204,0.487984
0.5720688,0.4500992,0.4636005,0.1318718,0.3299253,0.9287179,0.6469499,0.1790002,0.530432,0.2542044,0.6307226,0.3426533,0.3304308,0.5260919,0.2957587,0.1816461,0.5166534,0.223608,0.7566659,0.6192074,0.5139895,0.6135655,0.6713896,0.2523261,0.4628411,0.1761697
0.4904924,0.6521149,0.4417681,0.8622706,0.5355254,0.9177138,0.5777339,0.1872707,0.408701,0.6425862,0.3696688,0.5648486,0.2193872,0.4167715,0.5698075,0.7300228,0.6232555,0.4281201,0.3158032,0.3574262,0.7076362,0.3039422,0.6268703,0.4522483,0.41718,0.2139357
0.5465385,0.5538945,0.5309551,0.1005644,0.5292486,0.2192098,0.218838,0.299922,0.4290375,0.6362441,0.2915566,0.4472697,0.682925,0.5925962,0.305875,0.8441388,0.7220796,0.4400111,0.2696744,0.5655152,0.7558944,0.3560805,0.1713981,0.4127504,0.7656004,0.3625952
0.4534905,0.5177898,0.3886606,0.9437627,0.292262,0.02286245,0.261463,0.6345811,0.2626694,0.5988266,0.3488291,0.4755454,0.673314,0.4812073,0.5758828,0.3755365,0.4438733,0.3799836,0.4466078,0.1843906,0.1734604,0.6376251,0.2070302,0.4288236,0.6866835,0.2938851
