Timeout (ms),Bio IK,Exploitative Fusion IK,Exploitative Iterative Fusion IK,Fusion IK,Iterative Fusion IK,Minimal Fusion IK
179,1.977169988,1.985303539,2.002449161,1.978366258,1.983021313,1.977886999
180,1.976975909,1.985217727,2.002270212,1.978063944,1.982802614,1.977812352
181,1.976621178,1.985269248,2.002039704,1.977906396,1.982465114,1.977690177
182,1.976514184,1.984978697,2.001771907,1.977889902,1.982467383,1.977600899
183,1.976431613,1.984736223,2.001754742,1.977806001,1.982377497,1.977523258
184,1.976205579,1.98434911,2.001447404,1.977625379,1.982452628,1.977373808
185,1.976304038,1.984233161,2.001156204,1.977671205,1.982355056,1.977476087
186,1.976004478,1.984017516,2.001046565,1.977860989,1.982154374,1.977223283
187,1.975854198,1.983898635,2.001100374,1.977892986,1.9818919,1.977337822
188,1.975832402,1.983535463,2.000683752,1.9776656,1.981834689,1.977249441
189,1.97556538,1.983350728,2.000790303,1.977684035,1.981598152,1.977076921
190,1.975153254,1.982849982,2.000653697,1.977449775,1.981378138,1.976983379
191,1.975012011,1.982329284,2.000600326,1.977196752,1.98127311,1.976837552
192,1.975010502,1.982366248,2.000597701,1.977155505,1.981195402,1.976838339
193,1.974975558,1.982359527,2.000215518,1.977219133,1.981065625,1.97669777
194,1.974789706,1.982328414,2.000150278,1.977045599,1.981049785,1.976610203
195,1.974740921,1.982177292,2.000021952,1.976836566,1.98101545,1.976104509
196,1.974928963,1.982008079,1.999984723,1.976608177,1.980890185,1.975756571
197,1.974765063,1.981837358,1.999885011,1.976418626,1.980288104,1.975502963
198,1.974672203,1.982058354,2.0001199,1.97640944,1.980286392,1.975360841
199,1.974657271,1.981979367,1.99984355,1.976275918,1.980184608,1.975236625
200,1.974482503,1.981968627,1.999575115,1.97603147,1.980092856,1.975122882
201,1.974294704,1.981929701,1.999181995,1.976029161,1.979965928,1.974991491
202,1.97455105,1.981993373,1.99906069,1.97596186,1.979923575,1.97452794
203,1.974385526,1.981760544,1.998681744,1.975951109,1.979982698,1.974571749
204,1.974059662,1.981585889,1.998372356,1.975831563,1.979884462,1.974645365
205,1.974012915,1.981552135,1.997983439,1.975799059,1.979733755,1.974299228
206,1.973937683,1.98106688,1.997772835,1.975553202,1.979729689,1.974042763
207,1.973994074,1.981001532,1.997533422,1.975436712,1.979526274,1.974119824
208,1.973947352,1.980727367,1.997397357,1.97543614,1.979172018,1.97405679
209,1.973720727,1.980499758,1.997276742,1.975357839,1.979269385,1.973722307
210,1.973692463,1.980249219,1.997249273,1.9753548,1.978893285,1.973563636
211,1.973651005,1.980508998,1.997144476,1.975234387,1.97875664,1.973563452
212,1.973588525,1.980464256,1.997102475,1.97493957,1.97860493,1.973314137
213,1.973393429,1.980192863,1.997359266,1.974860892,1.978604458,1.973254097
214,1.973293399,1.980289043,1.997066699,1.974857317,1.978359248,1.97304356
